,SOLICITA,FOLIO,FECHA DOCTO,MATERIA,FIRMA,OBSERVACIONES,LINK AL DOCUMENTO,ESTADO
,gtu,00033,22-04-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS SUBVENCION DE ASIGNACION DIRECTA 2023 PARA LA EJECUCION DEL PROYECTO ""PROGRAMA SANITARIO DE EMERGENCIA PARA ÑUBLE"", CODIGO FSDÑ 001.",OSCAR CRISOSTOMO LLANOS,POR MANO,https://drive.google.com/drive/folders/1VKfGYXiJC831itm6umZoomfOTalq-oJO?usp=drive_link,EN TRAMITE
,mqv,00032,22-04-2024,APRUEBA CONVENIO DE TRANSFERENCIA DEL PROGRAMA DENOMINADO “TRANSFERENCIA PARA EL ACCESO CULTURAL EN LA REGION DE ÑUBLE”,OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1GwaqK1CJNSBtUx2iza_CbYwJSzBr5EJE?usp=drive_link,EN TRAMITE
,psp,00031,18-04-2024,"APRUEBA MODIFICACION DE CONVENIO DEL PROGRAMA DENOMINADO ""TRANSFERENCIA FORTAL. CAP. SOCIAL COMUNITARIO ENFOQUE TERRITORIAL REGION DE ÑUBLE"".",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1YYPGBGPGRarzyhEQqcNcEiuDtlLV-0aW?usp=drive_link,EN TRAMITE
,gsg,00030,17-04-2024,MODIFICACION PRESUPUESTARIA POR CONVENIO DE PRODUCTIVIDAD.,OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/12MVv9Vg_ATNfUXYb-j199qRR1bsTRNbG?usp=drive_link,EN TRAMITE
,ahm,00029,16-04-2024,MODIFICASE EL PRESUPUESTO DE INVERSION DEL GOBIERNO REGIONAL DE ÑUBLE,OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1TgyqSGfguQzp0S0NYOE0X1att5RZz-bp?usp=drive_link,EN TRAMITE
,psp,00028,16-04-2024,"APRUEBA CONVENIO MANDATO PARA LA EJECUCION DEL PROYECTO “CONSTRUCCION CANCHA DE PASTO SINTETICO PARQUE SUR, COMUNA DE EL CARMEN”",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1LG5ceTkY12UyFCxqh350xqLpYwCr0XIU?usp=drive_link,EN TRAMITE
,psp,00027,15-04-2024,APRUEBA CONVENIO MANDATO PARA LA EJECUCION DEL PROYECTO “REPOSICION Y ADQUISICION DE SISTEMA DE VIGILANCIA Y SEGURIDAD DEL CPF BULNES”,OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1G5lq-hKnYerYTu-RRBzWMve7Y3zp8ivC?usp=drive_link,EN TRAMITE
,psp,00026,15-04-2024,"APRUEBA CONVENIO MANDATO PARA LA EJECUCION DEL PROYECTO “REPOSICION ECOGRAFO SERVICIO GINECOLOGIA Y OBSTETRICIA HSC”, CODIGO BIP 40029931-0",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1f5gqNnqniyF7AiaTxNqF3eMNhCCtML0_?usp=drive_link,EN TRAMITE
,psp,00025,15-04-2024,"APRUEBA CONVENIO MANDATO PARA LA EJECUCION DEL PROYECTO “REPOSICION CENTRO DE SALUD FAMILIAR DE CAMPANARIO, COMUNA DE YUNGAY”",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1ccKKmO3X2VzK0E-savmo6K3Jo5JMdzlX?usp=drive_link,EN TRAMITE
,psp,00024,15-04-2024,"APRUEBA CONVENIO MANDATO PARA LA EJECUCION DEL PROYECTO “ACTUALIZACION PLAN DE DESARROLLO COMUNAL, YUNGAY 2024-2028”",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1IamjdOTlQpdMuidmb05m_2a0FvzYfN9-?usp=drive_link,EN TRAMITE
,mqv,00023,12-04-2024,"APRUEBA MODIFICACION DE CONVENIO MECANISMO POR ENTRADA EN VIGENCIA LEY 21.420 ""REDUCE O ELIMINA  EXENCIONES TRIBUTARIAS "", APLICADA AL PROYECTO "" CONSTRUCCION SISTEMA DE ALCANTARILLADO Y P.T.A.S. LOCALIDAD DE SAN FABIAN"".",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/1q69d4F3ltkA6FNBS-xhOawKDgGmPU5ht?usp=drive_link,EN TRAMITE
,mqv,00022,12-04-2024,"APRUEBA MODIFICACION DE CONVENIO MECANISMO POR ENTRADA EN VIGENCIA LEY 21.420 ""REDUCE O ELIMINA  EXENCIONES TRIBUTARIAS "", APLICADA AL PROYECTO "" ACTUALIZACION PLAN REGULADOR COMUNAL SAN FABIAN"".",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/1d_5QIk5jcPk5gRYNVuDtvekbji0AJmT9?usp=drive_link,EN TRAMITE
,gsg,00021,10-04-2024,MODIFICASE EL PROGRAMA DE FUNCIONAMIENTO AÑO 2024 DEL GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/1e_3d0GPad8RU2mIdGT5x_o5UGbw_HGA7?usp=drive_link,EN TRAMITE
,ahm,00020,08-04-2024,"APRUEBA CONVENIO MANDATO PARA LA EJECUCION DEL PROYECTO ""CONSTRUCCION SISTEMA COLECTIVO DE AGUAS SERVIDAS SECTOR SAN MIGUEL, COMUNA DE SAN IGNACIO"".",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/1L6rlOyZe_Bep_1xdvVTEDr4CTW4Bx52W?usp=drive_link,EN TRAMITE
,psp,00019,01-04-2024,"CREESE Y MODIFIQUESE ASIGNACIONES IDENTIFICATORIAS DE INICIATIVAS DE INVERSION DE ESTUDIOS BASICOS DEL PROGRAMA DE INVERSION REGIONAL REGION XVI, SUBTITULO 31, INICIATIVAS DE INVERSION DE LA REGION DE ÑUBLE AÑO 2024.",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/1a59yjHGz0twtChjAu__uSI5qrtgRgm0X?usp=drive_link,EN TRAMITE
,ahm,00018,28-03-2024,"APRUEBA CONVENIO MANDATO PARA LA EJECUCION DEL PROYECTO ""CONSTRUCCION ESCUELA DE MEDICINA Y CENTRO DE SIMULACION CLINICA UBB REGION DE ÑUBLE"".",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/1xFTdeClyDubzu-eisgQorgxQSzhgdvP3?usp=drive_link,EN TRAMITE
,ahm,00017,26-03-2024,MODIFICASE EL PRESUPUESTO DE INVERSION DEL GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/1yXttUzxHH9vjvTXT2LbWD5Qol1dDIDKJ?usp=drive_link,EN TRAMITE
,psp,00016,22-03-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DEL PROGRAMA DENOMINADO ""TRANSFERENCIA PROGRAMA INVERSION A LA COMUNIDAD, REGION DE ÑUBLE AÑO 2024"".",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/1NgiNkLMrKBN0VYdeK4bqYnKfn2QQhWUZ?usp=drive_link,EN TRAMITE
,ahm,00015,22-03-2024,MODIFICASE EL PRESUPUESTO DE INVERSION DEL GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/176uSQj6KdzP8_xDHPr20QPIYxK--xgTr?usp=drive_link,EN TRAMITE
,ahm,00014,22-03-2024,MODIFICASE EL PRESUPUESTO DE INVERSION DEL GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/1IGO_qz1BXmZA53bMzF1ki0ncDRBItFVE?usp=drive_link,EN TRAMITE
,mqv,00013,19-03-2024,"APRUEBA MODIFICACION DE CONVENIO MANDATO PARA LA EJECUCION DEL PROYECTO ""REPOSICION GIMNASIO MUNICIPAL DE COIHUECO"". CODIGO BIP: 30002297-0.",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/1OcZt_IQPhhc85er8Fm8AVAaBBLzX8gj5?usp=drive_link,EN TRAMITE
,gtu,00012,22-02-2024,"MODIFICACION DE CONVENIO DE TRANSPARENCIA DE RECURSOS PARA SUBVENCION ASIGNACION DIRECTA 2023: "" PROGRAMA SOCIAL DE EMERGENCIA PARA ÑUBLE"". CODIGO 2301ADC001.",ALICIA CONTRERAS VIELMA,,https://drive.google.com/drive/folders/1LaZNwESJ7sUfBlvXVWcAFx9wfewhNHTn?usp=drive_link,EN TRAMITE
,gsg,00011,22-02-2024,MODIFICASE EL PROGRAMA DE FUNCIONAMIENTO AÑO 2024 DEL  GOBIERNO REGIONAL DE ÑUBLE.,ALICIA CONTRERAS VIELMA,,https://drive.google.com/drive/folders/17YMkFi6OdrsEQCH4CQmy6spVchmJrBwG?usp=drive_link,EN TRAMITE
,gsg,00010,16-02-2024,MODIFIQUESE PRESUPUESTO VIGENTE PROGRAMA FUNCIONAMIENTO GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/1RBtn0PeVdSH0o3JpkLBu9pTjbQKEUzKE?usp=drive_link,EN TRAMITE
,psp,00009,14-02-2024,"APRUEBA MODIFICACION DE CONVENIO MECANISMO POR ENTRADA EN VIGENCIA LEY 21.419 ""REDUCE O ELIMINA  EXENCIONES TRIBUTARIAS "", APLICADA AL PROYECTO "" REPOSICION DE RETEN DE CARABINEROS ÑIPAS, COMUNA DE RANQUIL "", CODIGO BIP 40027510-0.",ALICIA CONTRERAS VIELMA,,https://drive.google.com/drive/folders/1rNoezaFvcgN8j1fIQd1Q1UNkb5JRqfUj?usp=drive_link,EN TRAMITE
,lpo,00008,14-02-2024,"APRUEBA CONVENIO MANDATO PARA LA EJECUCION DEL PROYECTO "" REPOSICION TRES(3) FURGONES ESCOLARES, COMUNA DE COBQUECURA "", CODIGO BIP 40044541-0.",ALICIA CONTRERAS VIELMA,,https://drive.google.com/drive/folders/1UdhE4c1YSqZaE8Zqs2BNamopcrq68VrQ?usp=drive_link,EN TRAMITE
,lpo,00007,14-02-2024,"APRUEBA CONVENIO MANDATO PARA LA EJECUCION DEL PROYECTO "" ADQUISICION FURGON INCLUSIVO PARA RANQUIL "", CODIGO BIP 40044138-0.",ALICIA CONTRERAS VIELMA,,https://drive.google.com/drive/folders/1XrbcmIfIG2bwXsyCCJBjKrpudz6QpBM6?usp=drive_link,EN TRAMITE
,psp,00006,13-02-2024,"CREESE ASIGNACIONES IDENTICATORIAS DE INICIATIVAS DE INVERSIONES NUEVAS DE ESTUDIOS BASICOS DEL PROGRAMA DE INVERSION REGIONAL REGION XVI, SUBTITULO 31, INICIATIVAS DE INVERSION DE LA REGION DE ÑUBLE AÑO 2024.",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/1oUMc5FVgRAJKpiYArsrOveqsyKwJamTO?usp=drive_link,EN TRAMITE
,psp,00005,13-02-2024,"CREESE ASIGNACIONES IDENTICATORIAS DE INICIATIVAS DE INVERSION DE ARRASTRE DE ESTUDIOS BASICOS DEL PROGRAMA DE INVERSION REGIONAL REGION XVI, SUBTITULO 31, INICIATIVAS DE INVERSION DE LA REGION DE ÑUBLE AÑO 2024.",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/1Z9WgRS-TYe4-pyADxX4BiK5bAk1ZnQH4?usp=drive_link,EN TRAMITE
,rhp,00004,01-02-2024,"APRUEBA MODIFICACION DE CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCION DEL PROGRAMA ""TRANSFERENCIA OPORTUNIDAD DE ACCESO AL APRENDIZAJE PARA TODOS LICEO SAN NICOLAS"".",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/1BBQAVRpUZnmQtRfkJuBG6bXqX1JAJU0X?usp=drive_link,EN TRAMITE
,mqv,00003,30-01-2024,"APRUEBA MODIFICACION DE CONVENIO MANDATO PARA LA EJECUCION DEL PROYECTO ""REPOSICION GIMNASIO MUNICIPAL DE COIHUECO"".",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/17s-Lx6La7PRZzGyMhIH_Oa3gqHr1u_8H?usp=drive_link,EN TRAMITE
,fsc,00002,08-01-2024,"APRUEBA CONTRATO DE ADQUISICION DE CAMARAS DE TELEVIGILANCIA REGION DE ÑUBLE "", CODIGO BIP 40016354-0",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/1Zfhc3dKGukh_zsnhuIAidY1xiQo4fb4k?usp=drive_link,EN TRAMITE
,lpm,00001,08-01-2024,"APRUEBA SUMARIO ADMINISTRATIVO INCOADO EN VIRTUD DE RESOLUCION EXENTA N°900, DE 24 DE OCTUBRE DE 2022 Y SOBRESEE DE RESPONSABILIDAD ADMINISTRATIVA. ",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/drive/folders/1acEyfwAR9VYaHe2TemkLlx8scoyVvR-m?usp=drive_link,EN TRAMITE
