legacy_codigo,agreement_number,agreement_id,renderer_org_id,renderer_name,status,confidence,notes,document_count,sample_document_code,sample_source,sample_institucion,auto_candidate_count
2401M0111,,,,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA LOS OLIVOS DE BATUCO,pending,,,1,REN24-2401M0111,RENDICIONES 2024.csv,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA LOS OLIVOS DE BATUCO,0
2401M0113,,,,JUNTA DE VECINOS SANTA LUCIA BAJO,pending,,,1,REN24-2401M0113,RENDICIONES 2024.csv,JUNTA DE VECINOS SANTA LUCIA BAJO,0
2401M0115,,,,JUNTA DE VECINOS LOMAS NUEVO AMANECER,pending,,,1,REN24-2401M0115,RENDICIONES 2024.csv,JUNTA DE VECINOS LOMAS NUEVO AMANECER,0
2401M0116,,,,JUNTA D EVECINOS CENTRAL,pending,,,1,REN24-2401M0116,RENDICIONES 2024.csv,JUNTA D EVECINOS CENTRAL,0
2401M0117,,,,JUNTA DE VECINOS SAN MARTIN DE PEMUCO,pending,,,2,REN24-2401M0117,RENDICIONES 2024.csv,JUNTA DE VECINOS SAN MARTIN DE PEMUCO,0
2401M0120,,,,JUNTA DE VECINOS CALLDE DAVILA,pending,,,1,REN24-2401M0120,RENDICIONES 2024.csv,JUNTA DE VECINOS CALLDE DAVILA,0
2401M0121,,,,COMITE DE ADELANTO CAMPESINO LA UNION,pending,,,1,REN24-2401M0121,RENDICIONES 2024.csv,COMITE DE ADELANTO CAMPESINO LA UNION,0
2401M0122,,,,JUNTA DE VECINOS VILLA PACIFICO,pending,,,1,REN24-2401M0122,RENDICIONES 2024.csv,JUNTA DE VECINOS VILLA PACIFICO,0
2401M0123,,,,JUNTA DE VECINOS LOS MAYOS,pending,,,1,REN24-2401M0123,RENDICIONES 2024.csv,JUNTA DE VECINOS LOS MAYOS,0
2401M0125,,,,JUNTA DE VECINOS LOS LAURELES,pending,,,1,REN24-2401M0125,RENDICIONES 2024.csv,JUNTA DE VECINOS LOS LAURELES,0
2401M0126,,,,JUNTA DE VECINOS UNION CANCHA EL ALAMO,pending,,,1,REN24-2401M0126,RENDICIONES 2024.csv,JUNTA DE VECINOS UNION CANCHA EL ALAMO,0
2401M0127,,,,AGRUPACION LOS QUIJOTES,pending,,,1,REN24-2401M0127,RENDICIONES 2024.csv,AGRUPACION LOS QUIJOTES,0
2401M0128,,,,COMITE HUMANITARIO GENERAL CRUZ,pending,,,1,REN24-2401M0128,RENDICIONES 2024.csv,COMITE HUMANITARIO GENERAL CRUZ,0
2401M0129,,,,JUNTA DE VECINOS CASTAÑAL,pending,,,1,REN24-2401M0129,RENDICIONES 2024.csv,JUNTA DE VECINOS CASTAÑAL,0
2401M0130,,,,JUNTA DE VECINOS LA UNION DE SAN MIGUEL,pending,,,1,REN24-2401M0130,RENDICIONES 2024.csv,JUNTA DE VECINOS LA UNION DE SAN MIGUEL,0
2401M0131,,,,JUNTA DE VECINOS EL CARACOL,pending,,,1,REN24-2401M0131,RENDICIONES 2024.csv,JUNTA DE VECINOS EL CARACOL,0
2401M0135,,,,JUNTA DE VECINOS LAS PATAGUAS,pending,,,1,REN24-2401M0135,RENDICIONES 2024.csv,JUNTA DE VECINOS LAS PATAGUAS,0
2401M0138,,,,UNION COMUNAL DE CENTRO DE MADRES Y APODERADOS DE PEMUCO,pending,,,2,REN24-2401M0138,RENDICIONES 2024.csv,UNION COMUNAL DE CENTRO DE MADRES Y APODERADOS DE PEMUCO,0
2401M0139,,,,JUNTA DE VECINOS ALTO BUREO,pending,,,1,REN24-2401M0139,RENDICIONES 2024.csv,JUNTA DE VECINOS ALTO BUREO,0
2401M0140,,,,COMITE DE ADELANTO VILLA LUNA,pending,,,1,REN24-2401M0140,RENDICIONES 2024.csv,COMITE DE ADELANTO VILLA LUNA,0
2401M0141,,,,JUNTA DE VECINOS SAN MIGUEL DE ITATA,pending,,,1,REN24-2401M0141,RENDICIONES 2024.csv,JUNTA DE VECINOS SAN MIGUEL DE ITATA,0
2401M0142,,,,COMITE DE ADELANTO VILLA SAN CRISTOBAL,pending,,,1,REN24-2401M0142,RENDICIONES 2024.csv,COMITE DE ADELANTO VILLA SAN CRISTOBAL,0
2401M0143,,,,JUNTA DE VECINOS UNION EN EMBALSE,pending,,,1,REN24-2401M0143,RENDICIONES 2024.csv,JUNTA DE VECINOS UNION EN EMBALSE,0
2401M0144,,,,JUNTA DE VECINOS ALTO PERALES,pending,,,2,REN24-2401M0144,RENDICIONES 2024.csv,JUNTA DE VECINOS ALTO PERALES,0
2401S0001,,,,"AGRUPACION DE PADRES AMIGOS Y PROFESIONALES DE NIÑOS CON TRASTORNO GENERALIZADO DEL DESARROLLO, SAN CARLOS",pending,,,1,REN24-2401S0001,RENDICIONES 2024.csv,"AGRUPACION DE PADRES AMIGOS Y PROFESIONALES DE NIÑOS CON TRASTORNO GENERALIZADO DEL DESARROLLO, SAN CARLOS",0
2401S0003,,,,JUNTA DE VECINOS LLAHUEN,pending,,,1,REN24-2401S0003,RENDICIONES 2024.csv,JUNTA DE VECINOS LLAHUEN,0
2401S0004,,,,DISCAPACITADOS RENACER EN LA ESPERANZA,pending,,,1,REN24-2401S0004,RENDICIONES 2024.csv,DISCAPACITADOS RENACER EN LA ESPERANZA,0
2401S0007,,,,JUNTA DE VECINOS RELBUN,pending,,,1,REN24-2401S0007,RENDICIONES 2024.csv,JUNTA DE VECINOS RELBUN,0
2401S0008,,,,JUNTA DE VECINOS VALLE HERMOSO,pending,,,1,REN24-2401S0008,RENDICIONES 2024.csv,JUNTA DE VECINOS VALLE HERMOSO,0
2401S0009,,,,JUNTA DE VECINOS CEMENTERIO,pending,,,1,REN24-2401S0009,RENDICIONES 2024.csv,JUNTA DE VECINOS CEMENTERIO,0
2401S0010,,,,JUNTA DE VECINOS QUITRIPIN BAJO,pending,,,1,REN24-2401S0010,RENDICIONES 2024.csv,JUNTA DE VECINOS QUITRIPIN BAJO,0
2401S0012,,,,ASOCIACION DE FUNCIONARIOS DE LA SALUD MUNICIPALIZADA DE SAN CARLOS,pending,,,1,REN24-2401S0012,RENDICIONES 2024.csv,ASOCIACION DE FUNCIONARIOS DE LA SALUD MUNICIPALIZADA DE SAN CARLOS,0
2401S0014,,,,AGRUPACION FOLCLORICA MAPU SUYAI,pending,,,1,REN24-2401S0014,RENDICIONES 2024.csv,AGRUPACION FOLCLORICA MAPU SUYAI,0
2401S0015,,,,UNION COMUNAL DE JUNTA DE VECINOS COELEMU,pending,,,2,REN24-2401S0015,RENDICIONES 2024.csv,UNION COMUNAL DE JUNTA DE VECINOS COELEMU,0
2401S0016,,,,JJ.VV DE PINIHUE,pending,,,2,REN24-2401S0016,RENDICIONES 2024.csv,JJ.VV DE PINIHUE,0
2401S0017,,,,CENTRO DE PADRES Y APODERADOS ESCUELA ESPECIAL RENACER,pending,,,1,REN24-2401S0017,RENDICIONES 2024.csv,CENTRO DE PADRES Y APODERADOS ESCUELA ESPECIAL RENACER,0
2401S0018,,,,JUNTA DE VECINOS 10 DE JULIO ÑIPAS,pending,,,1,REN24-2401S0018,RENDICIONES 2024.csv,JUNTA DE VECINOS 10 DE JULIO ÑIPAS,0
2401S0022,,,,UNION COMUNAL DE JUNTA DE VECINOS RURALES,pending,,,2,REN24-2401S0022,RENDICIONES 2024.csv,UNION COMUNAL DE JUNTA DE VECINOS RURALES,0
2401S0025,,,,JUNTA DE VECINOS MANUEL PINO YAÑEZ,pending,,,1,REN24-2401S0025,RENDICIONES 2024.csv,JUNTA DE VECINOS MANUEL PINO YAÑEZ,0
2401S0027,,,,JUNTA DE VECINOS VILLA UNION DE DELBUN,pending,,,1,REN24-2401S0027,RENDICIONES 2024.csv,JUNTA DE VECINOS VILLA UNION DE DELBUN,0
2401S0028,,,,JUNTA DE VECINOS EL ALAMO DE TRANCOYAN,pending,,,1,REN24-2401S0028,RENDICIONES 2024.csv,JUNTA DE VECINOS EL ALAMO DE TRANCOYAN,0
2401S0029,,,,CENTRO DE MADRES LLAS CAMELIAS RELBUN,pending,,,1,REN24-2401S0029,RENDICIONES 2024.csv,CENTRO DE MADRES LLAS CAMELIAS RELBUN,0
2401S0031,,,,COMITE DE AGUA POTABLE RURAL VILLA EL SOL,pending,,,1,REN24-2401S0031,RENDICIONES 2024.csv,COMITE DE AGUA POTABLE RURAL VILLA EL SOL,0
2401S0032,,,,CLUB DE RAYUELA LOS ALCONES,pending,,,1,REN24-2401S0032,RENDICIONES 2024.csv,CLUB DE RAYUELA LOS ALCONES,0
2401S0033,,,,JUNTA DE VECINOS LOS MONTES,pending,,,1,REN24-2401S0033,RENDICIONES 2024.csv,JUNTA DE VECINOS LOS MONTES,0
2401S0034,,,,COMITE DE ADELANTO EL ESFUERZO,pending,,,1,REN24-2401S0034,RENDICIONES 2024.csv,COMITE DE ADELANTO EL ESFUERZO,0
2401S0035,,,,AGRUPACION DE PRODUCTORES Y EMPRENDEDORES ITINERANTES DE RANQUIL,pending,,,2,REN24-2401S0035,RENDICIONES 2024.csv,AGRUPACION DE PRODUCTORES Y EMPRENDEDORES ITINERANTES DE RANQUIL,0
2401S0036,,,,AGRUPACION SOCIAL Y CULTURAL LAS CUIDADORAS DE QUIRIHUE,pending,,,1,REN24-2401S0036,RENDICIONES 2024.csv,AGRUPACION SOCIAL Y CULTURAL LAS CUIDADORAS DE QUIRIHUE,0
2401S0037,,,,JUNTA DE VECINOS TAUCO,pending,,,1,REN24-2401S0037,RENDICIONES 2024.csv,JUNTA DE VECINOS TAUCO,0
2401S0039,,,,UNION DE DISCAPACITADOS DE NINHUE,pending,,,1,REN24-2401S0039,RENDICIONES 2024.csv,UNION DE DISCAPACITADOS DE NINHUE,0
2401S0041,,,,CENTRO INTEGRAL DE DISCAPACITADOS LUZ Y ESPERANZA,pending,,,1,REN24-2401S0041,RENDICIONES 2024.csv,CENTRO INTEGRAL DE DISCAPACITADOS LUZ Y ESPERANZA,0
2401S0042,,,,CONSEJO DE DESARROLLO POSTA LOS REMATES,pending,,,1,REN24-2401S0042,RENDICIONES 2024.csv,CONSEJO DE DESARROLLO POSTA LOS REMATES,0
2401S0043,,,,AGRUPACION DE PERSONAS CON DISCAPACIDADES DIFERENTES NUEVA ESPERANZA DE LUCUMAVIDA,pending,,,1,REN24-2401S0043,RENDICIONES 2024.csv,AGRUPACION DE PERSONAS CON DISCAPACIDADES DIFERENTES NUEVA ESPERANZA DE LUCUMAVIDA,0
2401S0044,,,,CONSEJO DE DESARROLLO HOSPITAL DE YUNGAY,pending,,,1,REN24-2401S0044,RENDICIONES 2024.csv,CONSEJO DE DESARROLLO HOSPITAL DE YUNGAY,0
2401S0045,,,,SINDICATO DE TRABAJADORES INDEPENDIENTES DE RECOLECTORES DE ORILLA DEMAR SECTOR SUR-COLMUYAO,pending,,,1,REN24-2401S0045,RENDICIONES 2024.csv,SINDICATO DE TRABAJADORES INDEPENDIENTES DE RECOLECTORES DE ORILLA DEMAR SECTOR SUR-COLMUYAO,0
2401S0046,,,,JUNTA DE VECINOS OTINGUE N°3 RURAL,pending,,,1,REN24-2401S0046,RENDICIONES 2024.csv,JUNTA DE VECINOS OTINGUE N°3 RURAL,0
2401S0047,,,,JUNTA DE VECINOS SAN JOSE,pending,,,1,REN24-2401S0047,RENDICIONES 2024.csv,JUNTA DE VECINOS SAN JOSE,0
2401S0051,,,,GRUPO DE AUTOAYUDA RENACER SANTA AGUEDA HOSPITAL HERMINDA MARTIN,pending,,,1,REN24-2401S0051,RENDICIONES 2024.csv,GRUPO DE AUTOAYUDA RENACER SANTA AGUEDA HOSPITAL HERMINDA MARTIN,0
2401S0052,,,,AGRUPACION DE APICULTORES EL CARMEN,pending,,,1,REN24-2401S0052,RENDICIONES 2024.csv,AGRUPACION DE APICULTORES EL CARMEN,0
2401S0053,,,,JUNTA DE VECINOS VALLE ALEGRE,pending,,,1,REN24-2401S0053,RENDICIONES 2024.csv,JUNTA DE VECINOS VALLE ALEGRE,0
2401S0054,,,,COMITE DE AGUA POTABLE RURAL LA VERTIENTE DE CUCHA URREJOLA,pending,,,1,REN24-2401S0054,RENDICIONES 2024.csv,COMITE DE AGUA POTABLE RURAL LA VERTIENTE DE CUCHA URREJOLA,0
2401S0056,,,,JUNTA DE VECINOS CURIMON,pending,,,1,REN24-2401S0056,RENDICIONES 2024.csv,JUNTA DE VECINOS CURIMON,0
2401S0058,,,,COMITE DE VIVIENDA VILLA ALICO,pending,,,1,REN24-2401S0058,RENDICIONES 2024.csv,COMITE DE VIVIENDA VILLA ALICO,0
2401S0059,,,,TALLER DE MANUALIDADES LAS ABEJITAS,pending,,,1,REN24-2401S0059,RENDICIONES 2024.csv,TALLER DE MANUALIDADES LAS ABEJITAS,0
2401S0061,,,,JUNTA DE VECINOS UNION Y PROGRESO HUEMUL,pending,,,1,REN24-2401S0061,RENDICIONES 2024.csv,JUNTA DE VECINOS UNION Y PROGRESO HUEMUL,0
2401S0062,,,,JUNTA DE VECINOS PUREN,pending,,,1,REN24-2401S0062,RENDICIONES 2024.csv,JUNTA DE VECINOS PUREN,0
2401S0063,,,,FUNDACION COPELEC,pending,,,1,REN24-2401S0063,RENDICIONES 2024.csv,FUNDACION COPELEC,0
2401S0064,,,,JUNTA DE VECINOS PEDREGAL,pending,,,1,REN24-2401S0064,RENDICIONES 2024.csv,JUNTA DE VECINOS PEDREGAL,0
2401S0065,,,,JUNTA DE VECINOS VILLA LOMAS DE MAPON,pending,,,2,REN24-2401S0065,RENDICIONES 2024.csv,JUNTA DE VECINOS VILLA LOMAS DE MAPON,0
2401S0067,,,,AGRUPACION DE ARTESANOS KELLÜ,pending,,,1,REN24-2401S0067,RENDICIONES 2024.csv,AGRUPACION DE ARTESANOS KELLÜ,0
2401S0069,,,,COMITE DE MANUALIDADES LAS BUENAS AMIGAS,pending,,,1,REN24-2401S0069,RENDICIONES 2024.csv,COMITE DE MANUALIDADES LAS BUENAS AMIGAS,0
2401S0070,,,,ARTESANAS RAICES DE PEMUCO,pending,,,1,REN24-2401S0070,RENDICIONES 2024.csv,ARTESANAS RAICES DE PEMUCO,0
2401S0072,,,,COMITE DE EMPRENDEDORAS EL FRUTO DE MIS MANOS,pending,,,1,REN24-2401S0072,RENDICIONES 2024.csv,COMITE DE EMPRENDEDORAS EL FRUTO DE MIS MANOS,0
2401S0073,,,,CONSEJO DE DESARROLLO PUEBLO SECO,pending,,,1,REN24-2401S0073,RENDICIONES 2024.csv,CONSEJO DE DESARROLLO PUEBLO SECO,0
2401S0075,,,,AGRUPACION DE MUJERES OASIS,pending,,,1,REN24-2401S0075,RENDICIONES 2024.csv,AGRUPACION DE MUJERES OASIS,0
2401S0076,,,,GRUPO DE MUJERES LAS MARAVILLAS,pending,,,1,REN24-2401S0076,RENDICIONES 2024.csv,GRUPO DE MUJERES LAS MARAVILLAS,0
2401S0077,,,,AGRUPACION GUATITA DE DELANTAL,pending,,,1,REN24-2401S0077,RENDICIONES 2024.csv,AGRUPACION GUATITA DE DELANTAL,0
2401S0078,,,,CRUZ ROJA CHILENA FILIAL COELEMU,pending,,,1,REN24-2401S0078,RENDICIONES 2024.csv,CRUZ ROJA CHILENA FILIAL COELEMU,0
2401S0080,,,,COMITE DE DUEÑA DE CASA LAS ORQUIDEAS DE PEMUCO,pending,,,1,REN24-2401S0080,RENDICIONES 2024.csv,COMITE DE DUEÑA DE CASA LAS ORQUIDEAS DE PEMUCO,0
2401S0084,,,,AGRUPACION JUNTAS COMPARTIMOS,pending,,,1,REN24-2401S0084,RENDICIONES 2024.csv,AGRUPACION JUNTAS COMPARTIMOS,0
2401S0085,,,,CENTRO DE MADRES 27 DE ABRIL,pending,,,1,REN24-2401S0085,RENDICIONES 2024.csv,CENTRO DE MADRES 27 DE ABRIL,0
2401S0086,,,,"AGRUPACION DE JOVENES UNIDOS DISCAPACITADOS DE COELEMU ""JUDEC",pending,,,1,REN24-2401S0086,RENDICIONES 2024.csv,"AGRUPACION DE JOVENES UNIDOS DISCAPACITADOS DE COELEMU ""JUDEC",0
2401S0088,,,,COMITE DE MUJERES EMPRENDEDORAS RANCHILLO BAJO,pending,,,1,REN24-2401S0088,RENDICIONES 2024.csv,COMITE DE MUJERES EMPRENDEDORAS RANCHILLO BAJO,0
2401S0093,,,,JUNTA DE VECINOS EL CARMEN DE CATO,pending,,,1,REN24-2401S0093,RENDICIONES 2024.csv,JUNTA DE VECINOS EL CARMEN DE CATO,0
2401S0094,,,,CENTRO DE PADRES Y APODERADOS ESCUELA G-349 PASO EL ROBLE CHILLANCITO,pending,,,1,REN24-2401S0094,RENDICIONES 2024.csv,CENTRO DE PADRES Y APODERADOS ESCUELA G-349 PASO EL ROBLE CHILLANCITO,0
2401S0096,,,,CENTRO DE PADRES Y APODERADOS ESCUELA 134 NINQUIHUE,pending,,,1,REN24-2401S0096,RENDICIONES 2024.csv,CENTRO DE PADRES Y APODERADOS ESCUELA 134 NINQUIHUE,0
2401S0098,,,,TALLER DE MUJERES SANTA ADRIANA,pending,,,1,REN24-2401S0098,RENDICIONES 2024.csv,TALLER DE MUJERES SANTA ADRIANA,0
2401S0100,,,,JUNTA DE VECINOS COPIHUAL,pending,,,1,REN24-2401S0100,RENDICIONES 2024.csv,JUNTA DE VECINOS COPIHUAL,0
2401S0101,,,,JUNTA DE VECINOS ROBLERIA,pending,,,1,REN24-2401S0101,RENDICIONES 2024.csv,JUNTA DE VECINOS ROBLERIA,0
2401S0102,,,,JUNTA DE VECINOS TRES ESQUINAS DE CATO,pending,,,1,REN24-2401S0102,RENDICIONES 2024.csv,JUNTA DE VECINOS TRES ESQUINAS DE CATO,0
2401S0103,,,,JUNTA DE VECINOS BUREO BAJO,pending,,,1,REN24-2401S0103,RENDICIONES 2024.csv,JUNTA DE VECINOS BUREO BAJO,0
2401S0109,,,,COMITE DE MUJERES CREACION SELVA NEGRA,pending,,,1,REN24-2401S0109,RENDICIONES 2024.csv,COMITE DE MUJERES CREACION SELVA NEGRA,0
2401S0111,,,,JUNTA DE VECINOS EL LUCERO,pending,,,1,REN24-2401S0111,RENDICIONES 2024.csv,JUNTA DE VECINOS EL LUCERO,0
2401S0114,,,,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA EL RINCON,pending,,,1,REN24-2401S0114,RENDICIONES 2024.csv,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA EL RINCON,0
2401S0117,,,,ASOCIACION FUNCIONARIOS EDUCACION AFE NINHUE,pending,,,1,REN24-2401S0117,RENDICIONES 2024.csv,ASOCIACION FUNCIONARIOS EDUCACION AFE NINHUE,0
2401S0118,,,,AGRUPACION DE CIEGOS Y LIMITADOS VISUALES DE COELEMU,pending,,,1,REN24-2401S0118,RENDICIONES 2024.csv,AGRUPACION DE CIEGOS Y LIMITADOS VISUALES DE COELEMU,0
2401S0119,,,,JUNTA DE VECINOS DEL SECTOR MATADERO,pending,,,1,REN24-2401S0119,RENDICIONES 2024.csv,JUNTA DE VECINOS DEL SECTOR MATADERO,0
2401S0120,,,,TALLER DE MANUALIDADES FANTASIA,pending,,,1,REN24-2401S0120,RENDICIONES 2024.csv,TALLER DE MANUALIDADES FANTASIA,0
2401S0126,,,,CONSEJO DESARROLLO CENTRO CESFAM LOS VOLCANES,pending,,,2,REN24-2401S0126,RENDICIONES 2024.csv,CONSEJO DESARROLLO CENTRO CESFAM LOS VOLCANES,0
2401S0131,,,,JUNTA DE VECINOS BADILLO,pending,,,1,REN24-2401S0131,RENDICIONES 2024.csv,JUNTA DE VECINOS BADILLO,0
2401S0134,,,,AGRUPACION TEACOMPAÑO INCLUSION QUIRIHUE,pending,,,1,REN24-2401S0134,RENDICIONES 2024.csv,AGRUPACION TEACOMPAÑO INCLUSION QUIRIHUE,0
2401S0139,,,,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA G-169 LA MONTAÑA,pending,,,1,REN24-2401S0139,RENDICIONES 2024.csv,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA G-169 LA MONTAÑA,0
2401S0140,,,,CENTRO DE PADRES Y APODERADOS ESCUELA MAIPO,pending,,,1,REN24-2401S0140,RENDICIONES 2024.csv,CENTRO DE PADRES Y APODERADOS ESCUELA MAIPO,0
2401S0141,,,,COMITE DE MANUALIDADES CREACIONES,pending,,,1,REN24-2401S0141,RENDICIONES 2024.csv,COMITE DE MANUALIDADES CREACIONES,0
2401S0142,,,,CENTRO GENERAL DE PADRES Y APODERADOS ESC. BASICA DE ÑIPAS,pending,,,1,REN24-2401S0142,RENDICIONES 2024.csv,CENTRO GENERAL DE PADRES Y APODERADOS ESC. BASICA DE ÑIPAS,0
2401S0144,,,,FUNDACION YO TE CREO,pending,,,1,REN24-2401S0144,RENDICIONES 2024.csv,FUNDACION YO TE CREO,0
2401S0146,,,,"GRUPO DE CUIDADORES DE PERSONAS DE DEPENDENCIA ""CUNA DE CUIDADORES",pending,,,1,REN24-2401S0146,RENDICIONES 2024.csv,"GRUPO DE CUIDADORES DE PERSONAS DE DEPENDENCIA ""CUNA DE CUIDADORES",0
2401S0148,,,,JUNTA DE VECINOS EDUARDO FREI MONTALBA,pending,,,1,REN24-2401S0148,RENDICIONES 2024.csv,JUNTA DE VECINOS EDUARDO FREI MONTALBA,0
2401S0149,,,,TALLER BORDADO SUEÑOS,pending,,,1,REN24-2401S0149,RENDICIONES 2024.csv,TALLER BORDADO SUEÑOS,0
2401S0150,,,,CENTRO DE MADRES CHILE,pending,,,1,REN24-2401S0150,RENDICIONES 2024.csv,CENTRO DE MADRES CHILE,0
2401S0151,,,,TALLER DE MANUALIDADES LAS MARAVILLAS DE SAN ANTONIO,pending,,,1,REN24-2401S0151,RENDICIONES 2024.csv,TALLER DE MANUALIDADES LAS MARAVILLAS DE SAN ANTONIO,0
2401S0154,,,,AGRUPAION FUNCIONAL NUESTRO MUNDO ESPECIAL,pending,,,1,REN24-2401S0154,RENDICIONES 2024.csv,AGRUPAION FUNCIONAL NUESTRO MUNDO ESPECIAL,0
2401S0159,,,,AGRUPACION MANOS DE ARTESANA,pending,,,1,REN24-2401S0159,RENDICIONES 2024.csv,AGRUPACION MANOS DE ARTESANA,0
2401S0160,,,,UNION COMUNAL DE JUNTAS DE VECINOS DE ÑIQUEN,pending,,,1,REN24-2401S0160,RENDICIONES 2024.csv,UNION COMUNAL DE JUNTAS DE VECINOS DE ÑIQUEN,0
2401S0161,,,,CIRCULO TRINITARIO,pending,,,1,REN24-2401S0161,RENDICIONES 2024.csv,CIRCULO TRINITARIO,0
2401S0163,,,,FEDERACION CAMPESINA INDEPENDIENTE DEL AGRO VIOLETA PARRA SAN CARLOS,pending,,,1,REN24-2401S0163,RENDICIONES 2024.csv,FEDERACION CAMPESINA INDEPENDIENTE DEL AGRO VIOLETA PARRA SAN CARLOS,0
2401S0165,,,,AGRUPACION DE PERSONAS CON DISCAPACIDAD DE LA COSTA,pending,,,1,REN24-2401S0165,RENDICIONES 2024.csv,AGRUPACION DE PERSONAS CON DISCAPACIDAD DE LA COSTA,0
2401S0166,,,,CLUB DEPORTIVO REAL ORIENTE,pending,,,1,REN24-2401S0166,RENDICIONES 2024.csv,CLUB DEPORTIVO REAL ORIENTE,0
2401S0168,,,,COMITE DE HABILIDADES Y MANUALIDADES LAS EMPRENDEDORAS,pending,,,1,REN24-2401S0168,RENDICIONES 2024.csv,COMITE DE HABILIDADES Y MANUALIDADES LAS EMPRENDEDORAS,0
2401S0169,,,,ORGANIZACION DE PADRES CON NIÑOS Y NIÑAS EN SITUACION DE DISCAPACIDADES AMOR DE PADRES,pending,,,1,REN24-2401S0169,RENDICIONES 2024.csv,ORGANIZACION DE PADRES CON NIÑOS Y NIÑAS EN SITUACION DE DISCAPACIDADES AMOR DE PADRES,0
2401S0171,,,,AGRUPACION INCLIYEME DOWN,pending,,,1,REN24-2401S0171,RENDICIONES 2024.csv,AGRUPACION INCLIYEME DOWN,0
2401S0176,,,,TALLER FEMENINO LAS GOLONDRINAS SECTOR NUEVA ALDEA,pending,,,1,REN24-2401S0176,RENDICIONES 2024.csv,TALLER FEMENINO LAS GOLONDRINAS SECTOR NUEVA ALDEA,0
2401S0179,,,,CONSEJO DE DESARROLLO HOSPITAL DE COELEMU,pending,,,2,REN24-2401S0179,RENDICIONES 2024.csv,CONSEJO DE DESARROLLO HOSPITAL DE COELEMU,0
2401S0181,,,,AGRUPACION DE DISCAPACIDAD PRECORDILLERA,pending,,,2,REN24-2401S0181,RENDICIONES 2024.csv,AGRUPACION DE DISCAPACIDAD PRECORDILLERA,0
2401S0182,,,,GRUPO DE DESARROLLO PERSONAL ESPERANZA DE MUJERES,pending,,,1,REN24-2401S0182,RENDICIONES 2024.csv,GRUPO DE DESARROLLO PERSONAL ESPERANZA DE MUJERES,0
2401S0186,,,,JUNTA DE VECINOS CHILLANCITO,pending,,,1,REN24-2401S0186,RENDICIONES 2024.csv,JUNTA DE VECINOS CHILLANCITO,0
2401S0188,,,,COMITE ADELANTO Y DESARROLLO RENACER DE SAN PEDRO,pending,,,1,REN24-2401S0188,RENDICIONES 2024.csv,COMITE ADELANTO Y DESARROLLO RENACER DE SAN PEDRO,0
2401S0193,,,,CI¿OMITE DE MANUALIDADES LAS HORMIGUITAS,pending,,,1,REN24-2401S0193,RENDICIONES 2024.csv,CI¿OMITE DE MANUALIDADES LAS HORMIGUITAS,0
2401S0568,,,,JJ.VV LA MARAVILLA,pending,,,1,REN24-2401S0568,RENDICIONES 2024.csv,JJ.VV LA MARAVILLA,0
2401S110,,,,UNION COMUNAL DE JUNTAS DE TALLERES LABORALES SAN NICOLAS,pending,,,1,REN24-2401S110,RENDICIONES 2024.csv,UNION COMUNAL DE JUNTAS DE TALLERES LABORALES SAN NICOLAS,0
2401S7008,,,,TALLER DE MANUALIDADES MANITOS DE RINCONADA DE ITATA,pending,,,1,REN24-2401S7008,RENDICIONES 2024.csv,TALLER DE MANUALIDADES MANITOS DE RINCONADA DE ITATA,0
2401SC0002,,,,JUNAT DE VECINOS LAS VIÑAS,pending,,,1,REN24-2401SC0002,RENDICIONES 2024.csv,JUNAT DE VECINOS LAS VIÑAS,0
2401SC0003,,,,JUNTA DE VECINOS RAHUIL,pending,,,1,REN24-2401SC0003,RENDICIONES 2024.csv,JUNTA DE VECINOS RAHUIL,0
2401SC0005,,,,JUNTA DE VECINOS VILLA LOS CORTESES,pending,,,1,REN24-2401SC0005,RENDICIONES 2024.csv,JUNTA DE VECINOS VILLA LOS CORTESES,0
2401SC0006,,,,JUNTA DE VECINOS UVAS BLANCAS,pending,,,1,REN24-2401SC0006,RENDICIONES 2024.csv,JUNTA DE VECINOS UVAS BLANCAS,0
2401SC0007,,,,JUNTA DE VECINOS CANTO DEL ALBA MATA REDONDA,pending,,,1,REN24-2401SC0007,RENDICIONES 2024.csv,JUNTA DE VECINOS CANTO DEL ALBA MATA REDONDA,0
2401SC0008,,,,JUNTA DE VECINOS GUILLERMO FUENZALIDA,pending,,,1,REN24-2401SC0008,RENDICIONES 2024.csv,JUNTA DE VECINOS GUILLERMO FUENZALIDA,0
2401SC0009,,,,JUNTA DE VECINOS LLAHUEN CHICO,pending,,,1,REN24-2401SC0009,RENDICIONES 2024.csv,JUNTA DE VECINOS LLAHUEN CHICO,0
2401SC0011,,,,JUNTA DE VECINOS LOS CHORRILLOS,pending,,,1,REN24-2401SC0011,RENDICIONES 2024.csv,JUNTA DE VECINOS LOS CHORRILLOS,0
2401SC0012,,,,JUNTA D EVECINOS CERRO NINHUE,pending,,,1,REN24-2401SC0012,RENDICIONES 2024.csv,JUNTA D EVECINOS CERRO NINHUE,0
