SUBVENCIONES 2024,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
CORRELATIVO,TIPO DOCUMENTO,CÓDIGO,FECHA DCTO,FECHA INGRESO,FECHA ENTREGA ,NOMBRE INSTITUCIÓN ,NOMBRE DE LA INICIATIVA,MONTO DE LA RENDICIÓN,RECEPCIONADO POR,FIRMA
2154,REND ,2401SC0311,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS LOS CANELOS,LOS CANELOS EN ALERTA: COMUNICACION RAPIDA Y EFECTIVA EN SITUACIONES CRITICAS,"$4,000,000.00",,
2155,REND ,2401SC0488,30-12-2024,30-12-2024,6-1-2025,UNION COMUNAL DE JUNTA DE VECINOS,RADIO PORTATIL PARA EMERGENCIAS Y CORDINACION CON  INSTITUCIONES PUBLICAS,"$4,000,000.00",,
2156,REND ,2401SC0312,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS PINCURA,VIGILANCIA COMUNITARIA SEGURA PARA PINCURA,"$4,000,000.00",,
2157,REND ,2401SC0600,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS DE LAS NIEVES,RECUPERANDO ESPACIOS EN LAS NIEVES,"$2,735,735.00",,
2158,REND ,2401C0132,24-12-2024,30-12-2024,6-1-2025,AGRUPACION FOLCLORICA DE ADULTOS MAYORES REMINISCENCIA,REMINISCENCIA SE FLORECE CON GUITARRAS,"$3,387,000.00",,
2159,REND ,2401SC0006,27-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS UVAS BLANCAS,SEGURIDAD ANTE LOS INCENDIOS PARA UVAS BLANCAS,"$3,984,240.00",,
2160,REND ,2401SC0251,26-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS 4-U MANUEL BULNES,MAYOR SEGURIDAD PARA LOS VECINOS DE LA JUNTA DE VECINOS 4-U MANUEL BULNES,"$4,004,390.00",,
2161,REND ,2401EG0102,30-12-2024,30-12-2024,6-1-2025,CENTRO DE MADRES DESPERTAR,FORTALECIENDO NUESTRO CUERPO Y MENTE,"$3,000,013.00",,
2162,REND ,2401SC0099,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS LOS ALAMOS,ALARMAS AUTOSUSTENTABLE PARA LA POBLACION ELIANA GONZALEZ,"$4,000,001.00",,
2163,REND ,2401AM0262,30-12-2024,30-12-2024,6-1-2025,AGRUPACION ADULTOS MAYORTES BRISAS DEL ITATA ORILLA ITATA DE PORTEZUELO,REFORZANDO MIS FACTORES PROTECTORES,"$1,994,262.00",,
2164,REND ,2401DO194,30-12-2024,30-12-2024,6-1-2025,CENTRO GENERAL DE PADRES Y APODERADOS DE LA ESCUELA ESPECIAL DE LENGUAJE SONRISAS - TREHUACO,NOS EJERCITAMOS UNIDOS EN COMUNIDAD,"$1,323,000.00",,
2165,REND ,2401SC0133,30-12-2024,30-12-2024,6-1-2025,COMITE DE ADELANTO Y DESARROLLO BUENOS AIRES,REFORZAR CAMARAS DE SEGURIDAD VILLA BUENOS AIRES,"$3,334,668.00",,
2166,REND ,2401SC0454,27-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS BRISAS DEL VOLCAN,CAMARAS VIDEO TV VIGILANCIA JJVV BRISAS DEL VOLCAN 2024,"$4,000,000.00",,
2167,REND ,2401SC0458,27-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS NUEVA RIO VIEJO SECTOR 3,CAMARAS DE VIGILANCIA DE SEGURIDAD PARA LA COMUNIDAD 2024,"$4,000,000.00",,
2168,REND ,2401SC0460,27-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS PARQUE HABITACIONAL RIO VIEJO,CAMARAS DE VIGILANCIA SEGURIDAD 2024,"$4,000,000.00",,
2169,REND ,2401AM156,30-12-2024,30-12-2024,6-1-2025,UNION COMUNAL DE ADULTOS MAYORES,AUTOCUIDADO EN LA MONTAÑA UCAM PORTEZUELO,"$1,999,800.00",,
2170,REND ,2401C0004,30-12-2024,30-12-2024,6-1-2025,AGRUPACION CULTURAL ROSALBA NAVARRETE,LA VOZ DE LOS CANTORES DE ÑUBLE,"$3,450,000.00",,
2171,REND ,2401C0017,30-12-2024,30-12-2024,6-1-2025,UNION COMUNAL DE CENTROS DE ARTE Y CULTURA,REVIVIENDO NUESTRAS FIESTAS TRADICIONALES ,"$3,450,000.00",,
2172,REND ,2401SC0475,5-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS EL ALAMO,KIT DE EMERGENCIA PARA EL ALAMO,"$4,000,000.00",,
2173,REND ,2401SC0446,30-12-2024,30-12-2024,6-1-2025,COMITE DE ADELANTO Y DESARROLLO VILLA VISION MUNDIAL,RESGUARDANDO EL SECTOR MEDIANTE LA INSTALACION DE SISTEMA DE TELEVIGILANCIA,"$4,000,000.00",,
2174,REND ,2401SC0271,5-12-2024,30-12-2024,6-1-2025,COMITE DE ADELANTO Y DESARROLLO VILLA PADRE HURTADO,MAS VIGILANCIA PARA LA VILLA PADRE HURTADO,"$3,975,197.00",,
2175,SUBS ,2401M0105,23-12-2024,30-12-2024,6-1-2025,ONG EL CONQUISTADOR,LOS VECINOS DE QUIRIHUE  SE CONFIEZAN EN LA  TENENCIA REPONZABLE DE MASCOTAS A TRAVEZ DE LA RADIO,"$120,000.00",,
2176,REND ,2401D0004,30-12-2024,30-12-2024,6-1-2025,CLUB DEPORTIVO DE TAEKWONDO PANTERAS NEGRAS DE CHILLAN,TALLER DE TARKWONDO FORMATIVO PARA CHILLAN VIEJO,"$3,940,000.00",,
2177,REND ,2401D0040,30-12-2024,30-12-2024,6-1-2025,CLUB DEPOTIVO DE TAEWONDO ESPIRITU INDOMABLE,FORMACION INTEGRAL PARA NIÑOS A TRAVEZ DEL TAEWONDO,"$3,860,000.00",,
2178,REND ,2401D0037,30-12-2024,30-12-2024,6-1-2025,ASOCIACION DEPORTIVA TAEWONDO ÑUBLE REGION,TAEWONDO FORMATIVO PARA PORTEZUELO,"$3,940,000.00",,
2179,REND ,2401SC291,19-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS RIOS DEL SUR,RECUPEREMOS ESPACIOS DE RIOS DEL SUR CON LUMINARIAS LED,"$3,915,000.00",,
2180,REND ,2401D0066,27-12-2024,30-12-2024,6-1-2025,ONG ÑUBLE CRECE,ÑUBLE SE INICIA EN TAEWONDO COMBT,"$3,900,000.00",,
2181,REND ,2401D0002,30-12-2024,30-12-2024,6-1-2025,CLUB DEPORTIVO DRAGONES BLANCOS DE CHILLAN,CREANDO HABITOS DEPORTIVOS A TRAVES DEL TAEWONDO,"$3,840,000.00",,
2182,SUBS ,2301C0037,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS PACHAGUA,SEXTA VERSION DE LA FERIA DE LA VENDIMIA CAMPESINA EN LA QUEBRADA PACHAGUA,$0.00,,
2183,REND ,2401S0072,30-12-2024,30-12-2024,6-1-2025,COMITE DE EMPRENDEDORAS EL FRUTO DE MIS MANOS,EL EXITO SE ALCANZA CON EL FRUTO DE NUESTRAS MANOS,"$2,548,993.00",,
2184,REND ,2401D0223,5-12-2024,30-12-2024,6-1-2025,CLUB DEPORTIVO COLO COLO LA MERCED,PROGRAMA FORMATIVO PARA JOVENES INTERCULTURAL,"$4,000,000.00",,
2185,REND ,2401SC0556,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS N°10 ORO VERDE,MEJORANDO MI PLAZA,"$4,000,000.00",,
2186,SUBS ,2401C0040,29-11-2024,30-12-2024,6-1-2025,"CENTRO GENERAL DE PADRES Y APODERADOS, LICEO BICENTENARIO SAN GRAGORIO",THE MUSIC BSG,$0.00,,
2187,REND ,2401SC0143,27-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS RINCONADA DE CAPILLA,RINCONADA LA CAPILLA MAS SEGURO,"$3,999,000.00",,
2188,REND ,2401SC0180,27-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS SANTA CLARA,SANTA CLARA MAS SEGURO,"$4,000,000.00",,
2189,REND ,2401D0269,30-12-2024,30-12-2024,6-1-2025,CENTRO DE PADRES Y APODERADOS ESCUELA BASICA PUEBLO SECO UNIDAD VECINAL N°12,DESARROLLO MI CUERPO Y ALMA A TRAVES DEL PATINAJE,"$4,000,000.00",,
2190,REND ,2401M0028,30-12-2024,30-12-2024,6-1-2025,REPRESENTANTE LEGAL JUNTA VECINOS CHECHURA,POR UN CHECHURA MAS LIMPIO Y AMIGABLE CON EL MEDIO AMBIENTE,"$2,914,320.00",,
2191,REND ,2401AM0283,30-12-2024,30-12-2024,6-1-2025,AGRUPACION DE ADULTOS MAYORES VINCULOS RANQUIL,ADULTOS MAYORES NOS VINCULAMOS  Y TEJEMOS SUEÑOS,"$1,993,000.00",,
2192,REND ,2401SC0504,15-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS RINCONADA DE CATO,ILUMUNEMOS RINCONADA,"$3,949,214.00",,
2193,REND ,2401S0033,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS LOS MONTES,IMPLEMENTANDO NUESTRA SEDE VECINAL,"$2,951,683.00",,
2194,REND ,2401SC0326,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS LOS ESTANQUES,EXTINTORES PARA LA JUNTA DE VECINOS LOS ESTANQUES,"$2,212,000.00",,
2195,REND ,2401SC0447,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS LOS PRESIDENTES II ,VILLA LOS PRESIDENTES II UNIDOS POR LA SEGURIDAD DE SUS VECINOS,"$3,933,250.00",,
2196,REND ,2401S0067,30-12-2024,30-12-2024,6-1-2025,AGRUPACION DE ARTESANOS KELLÜ,DEUMAN KUWÜ,"$2,384,526.00",,
2197,REND ,2401EG0106,27-11-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS EL PERAL,EXPLORANDO EL MUNDOI DE LA BANQUETERIA Y COCTELERIA,"$3,000,000.00",,
2198,REND ,2401SC0318,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS EL ROSAL 1KM. 27,"PROTECCION ROSAL 1: FORTALECIENDO SEGURIDAD COMUNITARIA, AQUEPANDOLA PARA LA PREVENCION","$4,000,000.00",,
2199,REND ,2401S0041,30-12-2024,30-12-2024,6-1-2025,CENTRO INTEGRAL DE DISCAPACITADOS LUZ Y ESPERANZA,"BORDANDO LOS SUEÑOS Y ESPERANZA ""LOS FRUTOS DE TUS MANOS""","$2,635,418.00",,
2200,REND ,2401S0148,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS EDUARDO FREI MONTALBA,LA  SALUD SE EQUIPA EN EDUARDO FREI,"$2,733,250.00",,
2201,REND ,2401S0134,30-12-2024,30-12-2024,6-1-2025,AGRUPACION TEACOMPAÑO INCLUSION QUIRIHUE,EN LA COMUNIDAD APRENDAMOS A REGULAR A NUESTROS HIJOS CON TEA,"$2,992,770.00",,
2202,REND ,2401SC0303,26-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS NINQUIHUE,"CAMARAS DE VIGILANCIA, VECINOS DE NINQUIHUE MAS TRANQUILOS","$3,999,002.00",,
2203,REND ,2401SC0194,28-12-2024,30-12-2024,6-1-2025,COMITE DE AGUA POTABLE  RURAL SAN LUIS MILLAUQUEN,"VECINOS PROTEGIDOS ANTE INCENDIOS, SEGUNDA ETAPA","$4,000,000.00",,
2204,REND ,2401SC0372,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS EL ROSAL  ,TELE VIGILANCIA COMUNITARIA: PROTEGIENDO NUESTROS VECINDARIO EL ROSAL,"$4,000,000.00",,
2205,SUBS ,2301AM0092,23-12-2024,30-12-2024,6-1-2025,CLUB DEL ADULTO MAYOR AVANCEMOS UNIDOS DE LA GLORIA/ ÑIQUEN,"AVANZANDO UNIDOS, RESCATAMOS NUESTRAS TRADICIONES",$0.00,,
2206,REND ,2401SC0040,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS CARTAGO,CARTAGO ILUMINADO,"$3,542,350.00",,
2207,REND ,2401SC0375,27-12-2024,30-12-2024,6-1-2025,COMITE DE DESARROLLO Y ADELANTO RURAL LA VICTORIA,LA VICTORIA MAS SEGURO,"$4,000,000.00",,
2208,REND ,24001AM0180,26-12-2024,30-12-2024,6-1-2025,CLUB ADULTO MAYOR  ALEGRIA DE VIVIR,AUTO CUIDADO DEL ADULTO MAYOR,"$1,962,850.00",,
2209,REND ,2401S0085,30-12-2024,30-12-2024,6-1-2025,CENTRO DE MADRES 27 DE ABRIL,JORNADA DE AUTO CUIDADO PARA EL CENTRO DE MADRES 27 DE ABRIL,"$1,816,350.00",,
2210,REND ,2401D0092,30-12-2024,30-12-2024,6-1-2025,AGRUPACION DE PERSONAS CON DISCAPACIDAD FUTURO EXITOSO,DEPORTE INCLISIVO: IMPULSANDO LAS BOCCIA PARA LA AGRUPACION FUTURO EXITOSO,"$969,990.00",,
2211,REND ,2401S0051,30-12-2024,30-12-2024,6-1-2025,GRUPO DE AUTOAYUDA RENACER SANTA AGUEDA HOSPITAL HERMINDA MARTIN,RETRATANDO VIVENCIAS DEL CANCER DE MAMA,"$1,746,480.00",,
2212,REND ,2401AM0015,30-12-2024,30-12-2024,6-1-2025,CLUB ADULTO MAYO NUEVO AMANECER,APRENDIENDO MANUALIDADES CON MIS MANOS,"$1,900,110.00",,
2213,REND ,2401AM0224,30-12-2024,30-12-2024,6-1-2025,CLUB ADULTO MAYOR LOS LUCEROS DE PINIHUE,SALUD Y CUIDADOS PARA NUESTROS PIES,"$1,638,800.00",,
2214,REND ,2401AM0014,30-12-2024,30-12-2024,6-1-2025,CLUB ADULTO MAYOR ORO VERDE,TRABAJANDO PARA AGILIZAR NUESTRAS MANOS,"$1,866,820.00",,
2215,REND ,2401SC0204,20-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS VILLA PRECORDILLERA,SEGURIDAD VILLA PRECORDILLERA,"$4,000,000.00",,
2216,REND ,2401SC0371,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS LOMAS BLANCAS EL CARDAL,ILUMINANDO SANTO DOMINGO SEGURIDAD Y BIENESTAR PARA NUESTRA COMUNIDAD,"$4,000,000.00",,
2217,REND ,40056218,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS NUEVO AMANECER EL QUILLAY,EL CAMINO DE LA VIDA SE ILUMINA  CON LA ENERGIA DEL SOL,"$3,956,779.00",,
2218,REND ,2401SC0207,23-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS RENACER CAMINO VIEJO,VIGILANCIA Y SEGURIDAD PARA UN NUEVO RENACER,"$3,989,750.00",,
2219,SUBS ,2301C0057,30-12-2024,30-12-2024,6-1-2025,CENTRO CULTURAL COLECTIVO CASA TALLER AZUL DE CHILLAN,MUJERES DE DANZA: PRESENTACIONES ARTISTICAS EN BARRIOS DE CHILLAN,"$169,800.00",,
2220,REND ,2401S0176,30-12-2024,3012-2024,6-1-2025,TALLER FEMENINO LAS GOLONDRINAS SECTOR NUEVA ALDEA,MEJOR CAMINAR PARA LAS MUJERES DE NUEVA ALDEA,"$2,744,750.00",,
2221,REND ,2401S0119,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS DEL SECTOR MATADERO,MATADERO SE MUEVE SANO,"$2,998,900.00",,
2222,REND ,2401SC0119,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS VILLA PRIMAVERA,RENUEVA NUESTRA VILLA: JUNTOS CONSTRUYENDO COMUNIDAD EN LA VILLA PRIMAVERA,"$4,000,000.00",,
2223,REND ,2401C0058,11-12-2024,30-12-2024,6-1-2025,CENTRO GENERAL DE PADRES Y APODERADOS ESC. E-112 JOSE MIGUEL CARRERA VERDUGO,EXPO PARRALITO 2024,"$2,500,000.00",,
2224,SUBS ,2301M0031,30-12-2024,30-12-2024,6-1-2025,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA ESPECIAL DE LENGUAJE SONRISAS TREHUACO,CRECIENDO EN CONCIENCIA VERDE LIMPIA,$0.00,,
2225,REND ,2401D0251,30-12-2024,31-12-2024,6-1-2025,CLUB DEPORTIVO COSMOS JUNIOR,COSMOS JUNIOR SE VISTE PARA EL CAMPEONATO DE PINTO 2024,"$1,723,760.00",,
2226,REND ,2401SC0347,30-12-2024,31-12-2024,6-1-2025,JUNTA DE VECINOS SAN JUAN LA RAYA,SAN JUAN LA RAYA MAS ILUMUNADO Y SEGURO,"$3,994,830.00",,
2227,REND ,2401SC0405,30-12-2024,31-12-2024,6-1-2025,COMITE DE ADELANTO  PINARES,EN PINARES CUIDAMOS A TRAVES DE LA VIGILANCIA A NUESTROS VECINOS,"$3,649,350.00",,
2228,REND ,2401SC0387,30-12-2024,31-12-2024,6-1-2025,AGRUPACION DE ADELANTO VUELTA LA RANA ,"TALLER INCLUSIVO Y PARTICIPATIVO, VUELTA LA RANA","$4,000,000.00",,
2229,REND ,2401S0016,30-12-2024,31-12-2024,6-1-2025,UNION COMUNAL DE JUNTA DE VECINOS SECTOR RURAL COMUNA DE QUIRIHUE,SU PROBLEMA NUESTRA SOLUCION,"$2,772,000.00",,
2230,REND ,2401S0053,15-12-2024,31-12-2024,6-1-2025,JUNTA DE VECINOS VALLE ALEGRE,REPOSTERIA EN VALLE ALEGRE,"$2,937,599.00",,
2231,REND ,2401SC0091,27-11-2024,31-12-2024,6-1-2025,JUNTA DE VECINOS ANTIQUEREO,KITS DE EMERGENCIAS PARA LA COMUNIDAD DE ANTIQUEREO,"$3,989,632.00",,
2232,REND ,2401SC0115,16-12-2024,31-12-2024,6-1-2025,JUNTA DE VECINOS DE MELA,ENTRE VECINOS NOS CUIDAMOS CON ALARMAS,"$3,952,053.00",,
2233,REND ,2401D0282,30-12-2024,31-12-2024,6-1-2025,CLUB DEPORTIVO SAN PABLO DE RECINTO,C.D. SAN PABLO COMPITE EN CAMPEONATO COMUNAL DE PINTO,"$1,800,000.00",,
2234,REND ,2401D0310,30-12-2024,31-12-2024,6-1-2025,CLUB DE HUASOS INTERCOMUNAL DE PINTO,EQUIPANDO AL CLUB DE HUASOS INTERCOMUNAL DE PINTO,"$1,714,985.00",,
2235,REND ,2401D0253,30-12-2024,31-12-2024,6-1-2025,CLUB DEPOTRTIVO COMJUV,PARTICIPACION DE CAMPEONATO COMUNAL DE FUTBOL DE PINTO,"$1,760,000.00",,
2236,REND ,2401SC0335,4-12-2024,31-12-2024,6-1-2025,JUNTA DE VECINOS NUEVA VIDA,MI BARRIO MAS TRANQUILO E ILUMINADO,"$4,000,000.00",,
2237,REND ,2401C0172,1-12-2024,31-12-2024,6-1-2025,"CONSEJO PARA LA DIFUSION Y PRACTICA DER LAS ARTES, CULTURA, LA MUSICA Y LAS COMUNICACIONES, MARICHE",PROGRAMA DE INTEGRACION CULTURAL MARICHE,"$3,500,000.00",,
2238,REND ,2401SC0526,30-12-2024,31-12-2024,6-1-2025,COMITE CAMPESINO LA ESPERANZA DE JUNQUILLO,LAS LUCIERNAGAS DE JUNQUILLO,"$4,000,000.00",,
2239,REND ,2401SC0384,30-12-2024,31-12-2024,6-1-2025,JUNTA DE VECINOS VILLA PARQUE ALAMEDA,VIGILANCIA PARA NUESTRA VILLA,"$4,000,000.00",,
2240,REND ,2401SC0390,30-12-2024,31-12-2024,6-1-2025,JUNTA DE VECINOS SANTA AMELIA,POR UN FUTURO MAS SEGURO,"$4,000,000.00",,
2241,REND ,2401SC0495,23-12-2024,31-12-2024,6-1-2025,COMITE ADELANTO Y DESARROLLO PARCELACION EL ROSARIO,VIGILANCIA CONTRA ROBOS EL ROSARIIO,"$3,985,000.00",,
2242,SUBS ,2401SC0328,31-12-2024,31-12-2024,6-1-2025,COMITE DE ADELANTO Y DESARROLLO SAN LUIS DE POMUYETO,"MEJORAR LA ILUMINACION PUBLICA, EN SECTOR RURAL DE SAN LUIS DE POMUYETO",$0.00,,
2243,SUBS ,2301SP0273,31-12-2024,31-12-2024,6-1-2025,COMITE APR NAHUELTORO,PROTECCION RESPALDO DE LA INFRAESTRUCTURA DEL COMITE  APR NAHUELTORO,$0.00,,
2244,REND ,2401S0017,31-12-2024,31-12-2024,7-1-2025,CENTRO DE PADRES Y APODERADOS ESCUELA ESPECIAL RENACER,"COMPARTIENDO PADRES E HIJOS APRENDIZAJE Y TRABAJOCULINARIO, A FIN DE FORTALECER VINCULOS FAMILIARES Y FORTALECER LA ENSEÑANZA DE LA ESCUELA","$2,999,830.00",,
2245,REND ,2401SC0045,31-12-2024,31-12-2024,7-1-2025,JUNTA DE VECINOS LOS  GUINDOS,CONSTRUYENDO AL AVANCE Y SEGURIDAD DEL SECTOR INTERIOR DEL CALLEJON LOS GUINDOS,"$4,000,000.00",,
2246,SUBS ,2401SC0120,31-12-2024,31-12-2024,7-1-2025,JUNTA DE VECINOS MARTIN RUIZ DE GAMBOA,IMPLEMENTANDO MEJOR SEGURIDAD PARA TODOS,$0.00,,
2247,REND ,2401SC0481,31-12-2024,31-12-2024,7-1-2025,JUNTA DE VECINOS  BRISAS DEL SUR,LUCHANDO POR UN AMBIENTE SEGURO,"$3,999,000.00",,
2248,REND ,2401SC0436,31-12-2024,31-12-2024,7-1-2025,JUNTA DE VECINOS  JARDINES DEL SUR UNIDAD VECINAL N°22,JARDINES DEL SUR UNIDOS POR MAS SEGURIDAD,"$3,999,000.00",,
2249,REND ,2401SC0255,31-12-2024,31-12-2024,7-1-2025,JUNTA DE VECINOS LAS CAMELIAS RIVERA LAGUNA AVENDAÑO,SEGURIDAD PARA NUESTRO SECTOR,"$3,998,987.00",,
2250,REND ,2401SC0386,31-12-2024,31-12-2024,7-1-2024,JUNTA DE VECINOS VALLE VERDE,VALLE VERDE SEGURO,"$3,998,987.00",,
2251,REND ,2401SC0246,31-12-2024,31-12-2024,7-1-2025,JUNTA DE VECINOS VILLA RENACER,EN VILLA RENACER NOIS CUIDAMOS ENTRE TODOS,"$3,998,986.00",,
2252,REND ,2401SC0258,31-12-2024,31-12-2024,7-1-2025,JUNTA DE VECINOS NUEVA SCHLEYER UNIDAD VECINAL N°15,TELE-VIGILANCIA: SEGURIDAD VECINAL AL SERVICIO DE LA COMUNIDAD,"$3,999,000.00",,
2253,REND ,2401SC0243,31-12-2024,31-12-2024,7-1-2025,JUNTA DE VECINOS VILLA ITATA,SUMANDO A LIUCURA BAJO EN PREVENCION DE INCENDIO,"$3,998,252.00",,
2254,REND ,2401SC0439,31-12-2024,31-12-2024,7-1-2025,COMITE  DE ADELANTO Y DESARROLLO POB. LA ARAUCANA,VIVIENDAS SEGURAS CONTRA EL FUEGO,"$3,998,662.00",,
2255,REND ,2401SC0261,30-12-2024,31-12-2024,7-1-2025,COMITE DE ADELANTO Y DESARROLLO COLLIGUAY CENTRO,TELEVIGILACIA PARA COLLIGUAY,"$3,968,385.00",,
2256,REND ,2401SC0604,30-12-2024,31-12-2024,7-1-2025,JUNTA DE VECINOS COLLIGUAY,"PUNTO DE ABASTECIMIENTO DE AGUA AUTONOMO, CON ENERGIA SOLAR PARA MITIGACION Y RESPUESTA DE INCENDIOS FORESTALES EN SECTORES RURALES","$3,690,461.00",,
2257,REND ,2401AM0011,31-12-2024,31-12-2024,7-1-2025,CLUB DE ADULTO MAYOR ALEGRIA DE VIVIR,TRAVESIA JUNTO A ALEGRIA DE VIVIR,"$1,654,740.00",,
2258,REND ,2401S0144,31-12-2024,31-12-2024,7-1-2025,FUNDACION YO TE CREO,"TERAPIAS PARA NIÑOS, NIÑAS Y ADOLECENTES EN EL ASPECTRO AUTISTA, PROMOVIENDO CALIDAD DE VIDA Y COMUNICACION  PARA UNA MAYOR INCLISION SOCIAL Y BIENESTAR","$2,990,001.00",,
2259,REND ,2401C0079,31-12-2024,31-12-2024,7-1-2025,"COMITE CAMPESINO PRODUCTIVO, SOCIAL Y CULTURAL NUEVO AMANECER DE LOS REMATES",DECIMO PRIMER ENCUENTRO TRADICIONAL CAMPESINO LOS REMATES 2024,"$3,500,000.00",,
2260,REND ,2401D0101,30-12-2024,31-12-2024,7-1-2025,ATLETICO QUILAMAPU,TALLER FORMATIVO DE ATLETISMO,"$4,000,000.00",,
2261,REND ,2401D0050,30-12-2024,31-12-2024,7-1-2025,CLUBATLETICO3 RUNNERS,2DA. ESCUELA  FORMATIVA DE RUNNING,"$4,000,000.00",,
2262,REND ,2401SC0558,30-12-2024,31-12-2024,7-1-2025,"COMITE DE AGUA POTABLE RURAL LA VICTORIA, CHILLAN",LA VICTORIA SE ASEGURA,"$4,000,000.00",,
2263,REND ,2401S0142,31-12-2024,31-12-2024,7-1-2025,CENTRO GENERAL DE PADRES Y APODERADOS ESC. BASICA DE ÑIPAS,SALA DE ESTIMULACION PARA NIÑOS Y NIÑAS DE INTEGRACION,"$2,999,600.00",,
2264,REND ,2401SC0147,21-12-2024,31-12-2024,7-1-2025,CENTENARIO DE NINHUE,UNIDOS POR NUESTRA SEGURIDAD DE NINHUE,"$2,275,026.00",,
2265,REND ,2401D0144,30-12-2024,31-12-2024,7-1-2025,CLUB DEPORTIVO SAN LUIS DE CHILLAN,ESCUELA DE FUTBOL PARA NIÑAS Y NIÑOS EN LOS VOLCANES,"$4,000,000.00",,
2266,REND ,2401AM0195,31-12-2024,31-12-2024,7-1-2025,CLUB ADULTO MAYOR SANTA ROSA POBLACION SANTA ELVIRA  NUMERO 6,ADULTO MAYOR RECORRIENDO SAN FABIAN,"$1,721,000.00",,
2267,REND ,2401D0339,31-12-2024,31-12-2024,7-1-2024,CLUB DEPORTIVO Y CULTURAL DE HUASOS CHILLAN,EQUIPAMIENTO PARA DESARROLLO RODEO AMISTAD CLUB DE HUASOS CHILLAN,"$1,695,686.00",,
2268,REND ,2401D0106,23-12-2024,31-12-2024,7-1-2025,CENTRO GENERAL DE PADRES Y APODERADOS DE LA ESCUELA REYES DE ESPAÑA,"DEPORTE PARA TODOS: FORTALECIENDO CUERPOS, MENTES Y COMUNIDADES","$1,667,195.00",,
2269,REND ,2401SC0156,27-12-2024,2-1-2025,7-1-2025,JUNTA DE VECINOS PURALIHUE,PROYECTO LUZ SEGURA,"$4,000,000.00",,
2270,REND ,2401D0225,30-12-2024,2-1-2025,7-1-2025,ASOCIACION DEPORTIVA DE FUTBOL AMATEUR DE CHILLAN,MEJORANDO Y PROFESIONALIZANDO EL FUTBOL DE NUESTRAS SELECCIONES,"$3,943,694.00",,
2271,REND ,2401C0077,2-1-2025,2-1-2025,7-1-2025,TALLER LABORAL NUESTRA SEÑORA DEL TRANSITO,RESCATANDO EL ANCESTRAL ARTE DEL TELAR MARIA ,"$3,457,176.00",,
2272,REND ,2401SC0212,5-12-2024,2-1-2025,7-1-2025,COMITE DE AGUA POTABLE RURAL VERQUICO,VERQUICO PROTEGIDO: VIGILANCIA Y SEGURIDAD,"$3,869,300.00",,
2273,REND ,2401SC0378,28-12-2024,2-1-2025,7-1-2024,COMITE DE ADELANTO Y DESARROLLO NO ORIENTE LLAHUIMAVIDA,POR UN FUTURO BTILLANTE,"$4,000,000.00",,
2274,SUBS ,2301C0119,2-1-2025,2-1-2025,7-1-2025,AGRUPACION SOCIAL CUASIMODISTA PARROQUIA DULCE NOMBRE DE JESUS,DECIMOQUINTA FIESTA CUASIMODO,"$19,500.00",,
2275,REND ,2401C0031,2-1-2025,2-1-2025,7-1-2025,JUNTA DE VECINOS DE QUILE,FIESTA COSTUMBRISTA EN QUILE,"$2,500,000.00",,
2276,REND ,2401D0205,2-1-2025,2-1-2025,7-1-2025,CLUB DEPORTIVO Y SOCIAL  TIGRES,FOMENTANDO EL BALONMANO PLAYA EN LA REGION DE ÑUBLE,"$3,980,000.00",,
