SUBVENCIONES 2024,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
CORRELATIVO,TIPO DOCUMENTO,CÓDIGO,FECHA DCTO,FECHA INGRESO,FECHA ENTREGA ,NOMBRE INSTITUCIÓN ,NOMBRE DE LA INICIATIVA,MONTO DE LA RENDICIÓN,RECEPCIONADO POR,FIRMA
1302,REND ,2401SC0527,6-11-2024,29-11-2024,2-12-2024,JUNTA DE VECINOS EL SAUCE ,ILUMINANDO NUESTRO SECTOR RURAL DEL SAUCE ,"$1,693,625.00",,
1303,REND ,2401SC0433,6-11-2024,29-11-2024,2-12-2024,COMITE DE ADELANTO Y DESARROLLO LOS ALTOS AMANECER DE PORTEZUELO ,CUIDEMOS EL PLANETA A TRAVES DE ÑA ILUMINACION SOLAR ,"$4,000,000.00",,
1304,REND ,2401SC0412,6-11-2024,29-11-2024,2-12-2024,JUNTA DE VECINOS POBLACION HERNAN BRAÑAS ,RECUPERACION DE ESPACIOS PUBLICOS HERNAN BRAÑAS PARTE 2,"$4,000,000.00",,
1305,REND ,2401D0200,6-11-2024,29-11-2024,2-12-2024,CENTRO DE PADRES Y APODERADOS ESCUELA G-1214 DE MAITENCO ,TALLERES MULTIDEPORTIVOS PARA JOVENES Y NIÑOS DE LA ESCUELA G-1214 MAITENCO ,"$1,800,000.00",,
1306,REND ,2401AM0191,28-11-2024,29-11-2024,2-12-2024,CLUB ADULTO MAYOR ARBOL DE LA JUVENTUD ,2° VERSION OLIMPIADAS DEL ADULTO MAYOR ,"$2,000,000.00",,
1307,REND ,2401AM0213,28-11-2024,29-11-2024,2-12-2024,CLUB ADULTO MAYOR JESUS RESUCITADO ,UN DIA ESPECIAL ,"$1,900,000.00",,
1308,REND ,2401AM0266,13-11-2024,29-11-2024,2-12-2024,UNION COMUNAL DE ADULTO MAYOR EL ULTIMO RECREO SAN IGNACIO ,JORNADA AUTOCUIDADO DE DIRIGENTES ,"$2,000,000.00",,
1309,REND ,2401M0104,29-11-2024,29-11-2024,2-12-2024,JUNTA DE VECINBOS VILLA ESTEFANIA 2 PEMUCO ,VILLA ESTEFANIA CUIDA SU ENTORNO ,"$1,783,950.00",,
1310,REND ,2401SC0433,6-11-2024,29-11-2024,2-12-2024,JUNTA DE VECINOS SANTA ADELAIDA ,CUIDEMOS EL PLANETA A TRAVES DE ÑA ILUMINACION SOLAR ,"$4,000,000.00",,
1311,REND ,2401SC0425,6-11-2024,29-11-2024,2-12-2024,JUNTA DE VECINOS VEGAS VERDES ,ILUMINACION SOLAR-LED PARA VEGAS VERDES ,"$4,000,000.00",,
1312,REND ,2401SC0181,6-11-2024,29-11-2024,2-12-2024,JUNTA DE VECINOS ORILLA ITATA N 5 R,ILUMINANDO NUESTRO SECTOR DE ORILLA ITATA ,"$2,020,895.00",,
1313,REND ,2401SC0406,6-11-2024,29-11-2024,2-12-2024,JUNTA DE VECINOS LAS NIEVES ,SUSTENTABILIDAD Y ENERGIA SOLAR PARA LAS NIEVES ,"$4,000,000.00",,
1314,REND ,2401SC0148,29-11-2024,29-11-2024,2-12-2024,JUNTA DE VECINOS EL ALAMO ,EL ALAMO SE PREPARA ANTE UNA EMERGENCIA ,"$3,998,530.00",,
1315,REND ,2401M0016,29-11-2024,29-11-2024,2-12-2024,JUNTA DE VECINOS TRES ESQUINAS ,TRES ESQUINAS CUIDA EL MEDIO AMBIENTE ,"$2,945,664.00",,
1316,REND ,2401C0026,30-11-2024,29-11-2024,2-12-2024,ASOC. DE DISCAPACITADOS DE QUILLON ,LA CULTURA NOS INTEGRA A TODOS ,"$2,500,000.00",,
1317,REND ,2401C0089,30-11-2024,29-11-2024,2-12-2024,CLUB DE RAYUELA UNION COELEMU ,UNIDOS POR MAS PASION Y CULTURA ,"$2,500,000.00",,
1318,REND ,2401C0048,30-11-2024,29-11-2024,2-12-2024,AGRUPACION FOLCLORICA VILLA COELEMU ,VILLA COELEMU 40 AÑOS DE HISTORIA ,"$3,425,500.00",,
1319,REND ,2401C0051,30-11-2024,29-11-2024,2-12-2024,COMITE DE ADELANTO ENTRE PUENTES ,LA CULTURA SE FORTALECE EN COELEMU ,"$2,500,000.00",,
1320,REND ,2401M0076,18-11-2024,29-11-2024,2-12-2024,JUNTA DE VECINOS EL BAJO DE CURICA ,CURICA POTENCIA EL AUTOCONSUMO ,"$2,946,350.00",,
1321,REND ,2401M0083,29-11-2024,29-11-2024,2-12-2024,FUNDACION GUARDIANES DEL HUEMUL ,TALLERES DE BIODIVERSIDAD PARA LA CONSERVACION DE ECOSISTEMAS DE NINHUE ,"$3,000,000.00",,
1322,REND ,2401C0068,29-11-2024,29-11-2024,2-12-2024,CLUB DE HUASOS TRADICIONES DE HUALTE ,FIESTA COSTUMBRISTA: LAS TRADICIONES DE HUALTE ,"$2,500,000.00",,
1323,REND ,2401C0088,29-11-2024,29-11-2024,2-12-2024,COMITE DE FERIANTES COFENIN ,FIESTA DEL CHICHARRON CAMPESINO EN NINHUE ,"$2,500,000.00",,
1324,REND ,2401AM0136,22-11-2024,29-11-2024,2-12-2024,CLUB DE ADULTO MAYOR LA ESPERANZA DE RELBUN ,SALUD PREVENTIVA PARA EL ADULTO MAYOR,"$1,534,410.00",,
1325,REND ,2401AM0240,26-11-2024,29-11-2024,2-12-2024,ASOCIACION DE PENSIONADOS DE PEMUCO ,PINTEMOS SUEÑOS Y COLORES ,"$1,613,030.00",,
1326,REND ,2401SC0520,29-11-2024,29-11-2024,2-12-2024,JUNTA DE VECINOS UNION RINCONADA ,UNION RINCONADA PREVIENE INCENDIOS ,"$3,839,000.00",,
1327,REND ,2401EG0147,28-11-2024,29-11-2024,2-12-2024,TALLER DE MUJERES LAS CHINITAS ,MUNDO RURAL REFLEJADO EN EL ARTE DEL OLEO ,"$2,982,875.00",,
1328,REND ,2401SC0283,28-11-2024,29-11-2024,2-12-2024,JJ.VV LA CABAÑA ,UNIENDO EL SECTOR LA CABAÑA EN PREVENCION ,"$3,840,000.00",,
1329,REND ,2401SC0122,30-11-2024,29-11-2024,2-12-2024,JUNTA DE VECINOS PORTEÑA ALESSANDRI ,VECINOS MAS PROTEGIDOS CON CAMARAS DE SEGURIDAD EN SUS VIVIENDAS ,"$4,000,000.00",,
1330,REND ,2401C0091,29-11-2024,29-11-2024,2-12-2024,COMITE DE ADELANTO CASAS BLANCAS ,"SEXTA VERSION FERIA COSTUMBRISTA DEL AJI, EN CASAS BLANCAS ","$2,500,000.00",,
1331,REND ,2401AM0190,28-11-2024,29-11-2024,2-12-2024,GRUPO DEL ADULTO MAYOR VIDA NUEVA ,ENCUENTRO INTERCOMUNAL DE FOLCLOR ,"$1,840,995.00",,
1332,REND ,2401AM0153,28-11-2024,29-11-2024,2-12-2024,CLUB DE ADULTO MAYOR LOS 3 CONDORES BLANCOS DEL CERRO CAYUMANQUI ,TALLER DE GUITARRA POPULAR ,"$2,000,000.00",,
1333,REND ,2401C0157,28-11-2024,29-11-2024,2-12-2024,UNION COMUNAL DE ADULTOS MAYORES DE QUILLON ,25 ANIVERSARIO DE LA UCAM ,"$1,985,000.00",,
1334,REND ,2401AM164,25-11-2024,29-11-2024,2-12-2024,GRUPO DE ADULTO MAYOR PIEDRA DE LICURA ,UN DIA DE TERMAS ,"$1,862,980.00",,
1335,REND ,2401AM0202,29-11-2024,29-11-2024,2-12-2024,CLUB DE ADULTO MAYOR RENACER ,REVIVE LA HISTORIA ,"$1,376,490.00",,
1336,REND ,2401C0161,29-11-2024,29-11-2024,2-12-2024,JUNTA DE VECINOS N°29 PIEDRAS MAULE ,FIESTA DE LA CHILENIDAD ,"$2,500,000.00",,
1337,REND ,2401AM0138,28-11-2024,29-11-2024,2-12-2024,GRUPO DE ADULTO MAYOR LA MOVIDA ,RECORRIDO MITOLOGICO POR LAS COSTAS DE PELLUHUE ,"$1,974,000.00",,
1338,REND ,2401AM0051,28-11-2024,29-11-2024,2-12-2024,GRUPO DE LA TERCERA EDAD FUTURO FELIZ ,FUTURO FELIZ SPA ,"$1,732,935.00",,
1339,REND ,2401AM0037,28-11-2024,29-11-2024,2-12-2024,CLUB ADULTO MAYOR LOS MEJORES CRONICOS ,VIAJE TERAPEUTICO POST AQUAGYM ,"$1,807,898.00",,
1340,REND ,2401AM0131,28-11-2024,29-11-2024,2-12-2024,GRUPO DE ADULTO MAYOR RENACER CON AMOR ,LA MEJOR TERAPIA ES RENACER CON AMOR ,"$2,000,000.00",,
1341,REND ,2401AM0114,28-11-2024,29-11-2024,2-12-2024,CLUB CULTURAL DE ADULTOS MAYORES TRAS LAS HUELLAS DE LA VIDA ,ESCRITORES MAYORES ADECUANDOSE A LA TECNOLOGIA ,"$1,995,560.00",,
1342,REND ,2401AM0139,29-11-2024,29-11-2024,2-12-2024,PILAR VILLA FIGUEROA ,CONOCIENDO LA REGION ,"$1,999,890.00",,
1343,REND ,2401S0181,29-11-2024,29-11-2024,2-12-2024,AGRUPACION DE DISCAPACIDAD PRECORDILLERA ,TALLERES RESINA EPOXICA CONTRIBUYENDO A LA AUTONOMIA DE PERSONAS CON DISCAPACIDAD Y CUIDADORAS EN LA COMUNA DE PINTO ,"$2,998,430.00",,
1344,REND ,2401C0154,29-11-2024,29-11-2024,2-12-2024,JUNTA DE VECINOS CALLE ALEGRE ,FIESTA DE LA CAZUELA DE CAMPO ,"$2,500,000.00",,
1345,REND ,2401EG0121,28-11-2024,29-11-2024,2-12-2024,COMITE DE AVES CAMPESINAS LAS BUENAS PIEDRAS MAULE ,COMPLEMENTANDO NUESTRO INVERNADERO ,"$3,000,000.00",,
1346,REND ,2401C0165,25-11-2024,29-11-2024,2-12-2024,CENTRO GENERAL DE PADRES Y APODERADOS SELVA NEGRA ,TERCERA VERSION ESTOFADO SAN JUAN ,"$2,500,000.00",,
1347,REND ,2401AM0250,29-11-2024,29-11-2024,2-12-2024,CENTRO DE ADULTO MAYOR AMOR DE HERMANOS ,TALLER DE MANUALIDADES; COSTURAS CREATIVAS HILANDO EXPERIENCIAS ,"$1,979,382.00",,
1348,REND ,2401D0119,29-11-2024,29-11-2024,2-12-2024,CENTRO GENRAL DE PADRES ESCUELA FERNANDO BAQUEDANO ,QUE BRILLE EL DEPORTE EN MI ESCUELA ,"$1,800,000.00",,
1349,REND ,2401D0039,29-11-2024,29-11-2024,2-12-2024,CLUB DEPORTIVO EL ESFUERZO DE QUIRAO ,JORNADA DEMOSTRATIVA DE FUTBOL CLUB DEPORTIVO EL ESFUERZO ,"$1,792,980.00",,
1350,REND ,2401D0080,29-11-2024,29-11-2024,2-12-2024,CENTRO GENERAL DE PADRES LICEO C-91 DE NINHUE ,CON ACTIVIDAD FISICA SE MEJORA LA CONVIVENCIA ESCOLAR ,"$1,791,800.00",,
1351,REND ,2401C0021,29-11-2024,29-11-2024,2-12-2024,CORPORACION ALICO ,"REVISTA ALICO ARTES, OFICIOS Y TALENTOS DE SAN FABIAN ","$4,841,912.00",,
1352,REND ,2401S0118,28-11-2024,29-11-2024,2-12-2024,AGRUPACION DE CIEGOS Y LIMITADOS VISUALES DE COELEMU ,NUESTRAS MANOS SON LOS OJOS DE NUESTRA ALMA CONTINUEMOS EL DESAFIO ,"$2,468,800.00",,
1353,REND ,2401AM0039,29-11-2024,29-11-2024,2-12-2024,AGRUPACION DEL ADULTO MAYOR BRISAS DEL SUR ,VIAJANDO POR LA SALUD MENTAL ,"$1,648,750.00",,
1354,REND ,2401SC0555,2-12-2024,2-12-2024,2-12-2024,4TA COMPAÑIA BOMBEROS YUNGAY ,RENOVACION EQUIPOS RADIOS DE COMUNICACION ,"$3,983,000.00",,
1355,REND ,2401S0086,28-11-2024,29-11-2024,2-12-2024,"AGRUPACION DE JOVENES UNIDOS DISCAPACITADOS DE COELEMU ""JUDEC""",CON NUESTRA ARTE LA DISCAPACIDAD SE VIVE EN COLORES 2DA ETAPA ,"$2,798,450.00",,
1356,REND ,2401EG0085,28-11-2024,29-11-2024,2-12-2024,AGRUPACION DE MUJERES GUILLERMINA ACEVEDO CARDENAS ,CONQUISTANDO LA COSTURA EN LA VILLA ,"$2,864,260.00",,
1357,REND ,2401S0165,28-11-2024,29-11-2024,2-12-2024,AGRUPACION DE PERSONAS CON DISCAPACIDAD DE LA COSTA ,CAMINANDO HACIA LA AUTONOMIA Y LA INCLUSION ,"$2,531,980.00",,
1358,REND ,2401EG0082,28-11-2024,29-11-2024,2-12-2024,COMITE DE DAMAS RENE SCHNEIDER ,CONSTRUYENDO SUEÑOS EN VELLON 2DA ETAPA ,"$2,990,001.00",,
1359,REND ,2401S0179,28-11-2024,29-11-2024,2-12-2024,CONSEJO DE DESARROLLO HOSPITAL DE COELEMU ,FOMENTANDO MANOS AMIGAS ,"$2,352,120.00",,
1360,SUBS,2301SP0072,28-11-2024,29-11-2024,2-12-2024,JJVV DE POBLACION BINIMELIS ,ALARMA DE EMERGENCIAS PARA JJVV DE LA POBLACION BINIMELIS ,"$150,000.00",,
1361,SUBS,2301SP0036,28-11-2024,29-11-2024,2-12-2024,JJVV MATADERO ,ALARMAS COMUNITARIAS PARA SEGURIDAD VECINAL ,$0.00,,
1362,REND ,2401SC0179,30-11-2024,29-11-2024,2-12-2024,JUNTA DE VECINOS SANTA GERTRUDIS ,RED DE VIGILANCIA VECINAL SANTA GERTRUDIS ,"$4,000,000.00",,
1363,SUBS,2401SC0329,2-12-2024,2-12-2024,2-12-2024,JUNTA DE VECINOS SOL DE CHILLAN ,ILUMINANDO TU SECTOR ,$0.00,,
1364,REND ,2401C0135,2-12-2024,2-12-2024,2-12-2024,CORPORACION ARCUCITEC SAN NICOLAS ,III ENCUENTRO DE ROCK SAN NICOLAS ,"$4,993,240.00",,
1365,REND ,2401S0161,29-11-2024,2-12-2024,2-12-2024,CIRCULO TRINITARIO ,TALLER SOCIAL DE NUTRICION PARA ADULTOS ,"$2,994,999.00",,
1366,REND ,2401EG0091,2-12-2024,2-12-2024,2-12-2024,COMITE DE DESARROLLO MANOS MAGICAS ,COSIENDO LOS CAMINOS A NUEVAS OPORTUNIDADES ,"$1,159,950.00",,
1367,REND ,2401S0046,29-11-2024,2-12-2024,2-12-2024,JUNTA DE VECINOS OTINGUE N°3 RURAL,IMPULSANDO CAMBIOS EN MIS HABITOS DE ALIMENTACION PARA MEJORAR LA SALUD CARDIOVASCULAR EN SOCIOS Y FAMILIAS DE LA JUNTA DE VECINOS OTINHUE N°3 RURAL ,"$2,999,918.00",,
1368,REND ,2401S0047,29-11-2024,2-12-2024,2-12-2024,JUNTA DE VECINOS SAN JOSE   ,COCINANDO SALUDABLE CUIDO LA SALUD CARDIOVASCULAR EN SOCIOS Y FAMILIA DE LA JUNTA DE VECINOS SAN JOSE ,"$2,988,433.00",,
1369,REND ,2401AM0149,29-11-2024,2-12-2024,2-12-2024,CLUB DE ADULTO MAYOR LOS AÑOS DORADOS DE CHACAY,A TRAVES DE LA ALIMENTACION CUIDO LA SALUD CARDIOVASCULAR DE LOS SOCIOS Y FAMILIA DE ADULTO MAYOR LOS AÑOS DORADOS DE CHACAY,"$1,989,218.00",,
1370,REND ,2401AM0146,29-11-2024,2-12-2024,2-12-2024,CLUB DE ADULTO MAYOR FLOR DE PRIMAVERA ,REFORZANDO ESTILOS DE VIDA SALUDABLE A TRAVES DE UNA ALIMENTACION INOCUA EN SOCIOS Y FAMILIA DEL CLUB DE ADULTO MAYOR FLOR EN PRIMAVERA ,"$1,999,138.00",,
1371,REND ,2401AM0152,29-11-2024,2-12-2024,2-12-2024,CLUB DE ADULTO MAYOR LOS QUINCEAÑEROS DE MAITENES ,CON UNA ALIMENTACION INOCUA CUIDO LA SALUD DEL LSO SOCIOS Y FAMILIA DE ADULTO MAYOR LOS QUINCEAÑEROS DE MAITENES ,"$1,975,486.00",,
1372,REND ,2401AM0147,29-11-2024,2-12-2024,2-12-2024,CLUB DE ADULTO MAYOR SAN JOSE LAS PALOMITAS ,GENERANDO CAMBIOS EN ELIMENTACION PARA CUIDAR MI SALUD CARDIOVASCULAR EN SOCIOS Y FAMILIAS DEL CLUB DE ADULTO MAYOR SAN JOSE LAS PALOMITAS ,"$1,988,308.00",,
1373,REND ,2401AM0148,29-11-2024,2-12-2024,2-12-2024,CLUB DE ADULTO MAYOR ESPERANZA DE ZEMITA ,CREANDO HABITOS DE SALUD CARDIOVASCULAR A TRAVES DE LA ALIMENTACION EN SOCIOS Y FAMILIA DEL CLUB DE ADULTO MAYOR ESPERANZA DE ZEMITA,"$1,985,648.00",,
1374,REND ,2301S0065,2-12-2024,2-12-2024,2-12-2024,JUNTA DE VECINOS VILLA LOMAS DE MAIPON ,TALLERES DE MANUALIDADES Y ORIENTACION SOCIAL ,"$2,560,000.00",,
1375,REND ,2401EG0134,29-11-2024,2-12-2024,2-12-2024,TALLER DE MUJERES SANTA TERESA-PANGUE ,SANTA TERESA TEJIEDNO SU EMPODERAMIENTO ,"$1,998,150.00",,
1376,REND ,2401C0084,27-11-2024,2-12-2024,2-12-2024,CONJUNTO FOLCLORICO VOCES DE NINHUE CANTO Y TRADICION ,"GALA FOLCLORICA ""RESCATANDO TRADICIONES DE NUESTRA TIERRA""","$3,500,000.00",,
1377,REND ,2401EG0032,30-11-2024,2-12-2024,2-12-2024,AGRUPACION DE MUJERES LAS DULZERAS DE LAS HIGUERAS ,LAS HIGUERAS SUEÑA CON CONFECCIONAR SU AUTONOMIA ,"$2,879,621.00",,
1378,REND ,2401EG0018,29-11-2024,2-12-2024,2-12-2024,AGRUPACION DE MUJERES LAS EMPRENDEDORAS DE QUIRAO,PROMOVIENDO LA AUTONOMIA DE LAS MUJERES EMPRENDEDORAS DE QUIRAO,"$2,959,984.00",,
1379,REND ,2401EG0117,29-11-2024,2-12-2024,2-12-2024,GRUPO DE MUJERES EL PROGRESO ,CONFECCIONANDO AUTONOMIA CON LAS MUJERES DEL PROGRESO ,"$2,999,040.00",,
1380,REND ,2401EG0038,29-11-2024,2-12-2024,2-12-2024,TALLER DE MUJERES LAS ABEJITAS DE RELOCA ,LAS ABEJITAS MAS CERCA DE LA AUTONOMIA ,"$2,999,540.00",,
1381,REND ,2401EG0076,29-11-2024,2-12-2024,2-12-2024,CENTRO DE MADRES DE CUNA DE PRAT DE NINHUE ,COSIENDO AUTONOMIA EN EL CENTRO DE MADRES DE CUNA DE PRAT,"$2,999,950.00",,
1382,REND ,2401EG0023,29-11-2024,2-12-2024,2-12-2024,AGRUPACION DE MUJERES LAS ESTRELLITAS DE LONQUEN ,REPOSTERIA CON LAS ESTRELLITAS DE LONQUEN ,"$2,999,942.00",,
1383,REND ,2401EG0118,29-11-2024,2-12-2024,2-12-2024,AGRUPACION DE MUJERES LA ESPERANZA DE LA ISLA ,CON ESPERANZA SEGUIREMOS JUNTAS Y EMPODERADAS ,"$2,999,690.00",,
1384,REND ,2401EG0029,29-11-2024,2-12-2024,2-12-2024,AGRUPACION DE MUJERES MARIA ELENA VALDES DE SAN JUAN ,SAN JUAN CONFECCIONA SU EMPODERAMIENTO ,"$2,959,538.00",,
1385,REND ,2401EG0035,29-11-2024,2-12-2024,2-12-2024,TALLER DE MUJERES VIDA NUEVA DE COYANCO ,EL TALLER VIDA NUEVA DE COYANCO CRECIENDO EN AUTONOMIA ,"$2,999,665.00",,
1386,REND ,2401AM0076,28-11-2024,2-12-2024,2-12-2024,CLUB DE ADULTO MAYOR LOS AÑOS DORADOS ,"PISCINAS TEMPERADAS, BIENESTAR Y VITALIDAD DE LA TERCERA EDAD ","$1,996,000.00",,
1387,REND ,2401AM0118,28-11-2024,2-12-2024,2-12-2024,CLUB DE ADULTO MAYOR ELENA VALDES ,POTENCIANDO NUESTRA CALIDAD DE VIDA Y SALUD MENTAL ,"$1,792,000.00",,
1388,REND ,2401EG0066,26-11-2024,2-12-2024,2-12-2024,COMITE VAGRO PROCESADOS CUNA DE PRAT,ENDULZANDO LAS MESAS DE LA COMUNA DE NINHUE CON MANOS DE MUJER RURAL ,"$2,794,000.00",,
1389,REND ,2401EG0130,29-11-2024,2-12-2024,2-12-2024,TALLER DE MUJERES SANTA INES ,COSTURITAS LIBRES DE SANTA INES ,"$2,899,806.00",,
1390,REND ,2401EG0022,29-11-2024,2-12-2024,2-12-2024,GRUPO DE MUJERES LAS ROSITAS DE CHEQUEN ,TALLER DE REPOSTERIA Y PASTELERIA LAS ROSITAS ,"$2,999,433.00",,
1391,REND ,2401SC0486,29-11-2024,2-12-2024,2-12-2024,JUNTA DE VECINOS CANCHIUQUE ,LUIMINARIAS PARA CANCHIUQUE ,"$3,318,450.00",,
1392,REND ,2401AM0223,29-11-2024,2-12-2024,2-12-2024,CONAPRAN ,CONAPRAN PRENDE Y APRENDE ,"$1,990,842.00",,
1393,REND ,2401AM0220,29-11-2024,2-12-2024,2-12-2024,UNION COMUNAL DE ADULTOS MAYORES DE PEMUCO ,ACORDES DE PEMUCO CONTINUA CRECIENDO ,"$787,111.00",,
1394,REND ,2401EG0062,29-11-2024,2-12-2024,2-12-2024,AGRUPACION DE MUJERES CENTRO DE MADRES LOURDES ,ENTRE NUDOS Y CUERDAS SE TEJEN NUESTROS SUEÑOS ,"$2,125,110.00",,
1395,REND ,2401M0087,25-11-2024,2-12-2024,2-12-2024,JUNTA DE VECINOS PUEBLO SECO ,ENTORNO LIMPIO PUEBLO SANO ,"$2,898,500.00",,
1396,REND ,2401D0055,3-12-2024,3-12-2024,3-12-2024,COFRADIA NAUTICA HERMANDAD DE LA COSTA NAO DEL SOL DE QUILLON ,OLIMPIADAS PIRATAS NAUTICAS NAO DEL SOL QUILLON ,"$3,206,910.00",,
1397,REND ,2401AM0116,29-11-2024,3-12-2024,3-12-2024,CLUB DE ADULTO MAYOR ATARDECER FELIZ ,PROMOVIENDO EL ACERVO CULTURAL; CHILE RAICES VIVIENTES PARA LAS PERSONAS MAYORES ,"$1,350,000.00",,
1398,REND ,2401EG0054,3-12-2024,3-12-2024,3-12-2024,AGRUPACION DE MUJERES DE SANTA CLARA ,JUNTAS NOS SEGUIMOS SUPERANDO ,"$2,137,944.00",,
1399,REND ,2401S0150,3-12-2024,3-12-2024,3-12-2024,CENTRO DE MADRES CHILE ,"MASAS, BOLLERIAS Y BIZCOCHOS ","$1,168,485.00",,
1400,REND ,2401S0186,2-12-2024,3-12-2024,3-12-2024,JUNTA DE VECINOS CHILLANCITO ,EVITANDO ACCIDENTES ,"$2,998,495.00",,
1401,REND ,2401EG0027,1-12-2024,3-12-2024,3-12-2024,CENTRO DE MADRE ALEGRE DESPERTAR ,PROMOVIENDO EL EMPODERAMIENTO Y AUTONOMIA FEMENINA A TRAVES DE ÑA TECNICA DEL MIXED MEDIA ,"$3,000,000.00",,
1402,REND ,2401C0038,29-11-2024,2-12-2024,3-12-2024,CONJUNTO FOLCLORICO RAICES Y TRADICIONES ,EL TRINAR DE LAS CANTORAS DE SAN CARLOS ,"$3,490,000.00",,
1403,REND ,2401SC0049,3-12-2024,3-12-2024,3-12-2024,JUNTA DE VECINOS AMANECER SUR ,QUEREMOS UN BARRIO SEGURO ,"$4,000,000.00",,
1404,REND ,2401SC0039,3-12-2024,3-12-2024,3-12-2024,JUNTA DE VECINOS LA MARAVILLA ,LA MARAVILLA COSECHANDO AGUAS LLUVIAS ,"$3,600,880.00",,
1405,REND ,2401SC0086,3-12-2024,3-12-2024,3-12-2024,COMITE DE AGUA POTABLE RURAL LAS TOSCAS ,HACIENDO UN BUEN USO Y DISTRIBUCION DEL AGUA EN LAS TOSCAS ,"$3,700,173.00",,
1406,REND ,2401SC0011,3-12-2024,3-12-2024,3-12-2024,JUNTA DE VECINOS LOS CHORRILLOS ,CHORRILLOS SE PREPARA PARA LA EMERGENCIA ,"$3,836,448.00",,
1407,SUBS,2401EG0011,3-12-2024,3-12-2024,3-12-2024,COMITE DE MUJERES LAS NIEVES ,JUNTAS APRENDEMOS A SOÑAR ,$0.00,,
1408,REND ,2401SC0071,27-11-2024,3-12-2024,3-12-2024,JUNTA DE VECINOS COLMUYAO ,"MAS ESPACIOS PUBLICOS, MAS SEGURIDAD EN COLMUYAO ","$3,797,028.00",,
1409,REND ,2401SC0007,29-11-2024,3-12-2024,3-12-2024,JUNTA DE VECINOS CANTO DEL ALBA MATA REDONDA ,MATA REDONDA UNIDA CONTRA LOS INCENDIOS ,"$2,691,550.00",,
1410,REND ,2401DE0201,3-12-2024,3-12-2024,3-12-2024,AGRUPACION DE PADRES Y AMIGOS DE PERSONAS CON SINDROME DE DOWN ,TALLER DE ARTES MARCIALES PARA JOVENES CON SINDROME DE DOWN DE LA COMUNA DE SAN CARLOS ,"$1,622,680.00",,
1411,SUBS,2301EG0086,3-12-2024,3-12-2024,3-12-2024,AGRUPACION SOCIAL Y CULTURAL PETALOS DE ROSAS ,PETALOS DE ROSAS CONSTRUYENDO ESPACIOS DE SORORIDAD Y COSTURA EN QUIRIHUE,"$42,449.00",,
1412,REND ,2401AM0044,3-12-2024,3-12-2024,3-12-2024,CLUB DE ADULTO MAYOR AL ATARDECER DE CURICA ,SOÑANDO APRENDO A COSER ,"$1,971,690.00",,
1413,REND ,2401S0064,2-12-2024,3-12-2024,4-12-2024,JUNTA DE VECINOS PEDREGAL,CUIDANDO A NUUESTRA COMUNIDAD: PRIMEROS AUXILIOS Y SALUD PARA LA JUNTA DE VECINOS PEDREGAL,"$2,483,865.00",,
1414,REND ,2401AM0069,3-12-2024,3-12-2024,4-12-2024,CLUB DE DULTO MAYOR DULCE ATARDECER ,MANOS QUE TEJEN REDES ,"$1,517,879.00",,
1415,REND ,2401C0024,3-12-2024,3-12-2024,4-12-2024,ASOCIACION INDIGENA MAPUCHE MAPU TRAÜN ,EL MATETUN DE LA MUJER INDIGENA,"$1,700,000.00",,
1416,REND ,2401SC0117,4-12-2024,4-12-2024,4-12-2024,JUNTA DE VECINOS SANTA ELVIRA ,LUMINARIAS PARA JUNTA DE VECINOS SANTA ELVIRA ,"$4,000,000.00",,
1417,REND ,2401D0143,4-12-2024,4-12-2024,4-12-2024,ESCUELA DE FUTBOL LOS PUMAS DE YUNGAY ,PREPARANDO NIÑAS Y NIÑOS DEPORTISTAS EN YUNGAY ,"$3,479,190.00",,
1418,REND ,2401SC0499,29-11-2024,4-12-2024,4-12-2024,"JUNTA DE VECINOS ""CANTA RANA""",RESGUARDANDO NUESTRA SEGURIDAD ,"$3,713,389.00",,
1419,REND ,2401D0057,27-11-2024,4-12-2024,4-12-2024,CLUB DEPORTIVO MUNICIPAL ,RENACIENDO MI CLUB DEPORTIVO MUNICIPAL ,"$1,800,000.00",,
1420,REND ,2401D0049,4-12-2024,4-12-2024,4-12-2024,CLUB DEPORIVO REAL BAQUEDANO ,IMPLEMENTANDO NUESTRO PLAN ,"$1,800,000.00",,
1421,REND ,2401SC0183,2-12-2024,4-12-2024,4-12-2024,JUNTA DE VECINOS LAS VEGAS DE SAN JUAN ,SAN JUAN SE PREPARA ,"$3,378,700.00",,
1422,REND ,2401SC0163,15-11-2024,4-12-2024,4-12-2024,JUNTA DE VECINOS LA ISLA ,CONTENEDORES DE AGUA CONTRA INCENDIOS ,"$3,806,305.00",,
1423,SUBS,2401EG0140,4-12-2024,4-12-2024,4-12-2024,AGRUPACION DE MUJERES LAS EVITAS ,AUTONOMIA FINANCIERA  PARA LAS EVITAS II,$0.00,,
1424,SUBS,2401EG0145,4-12-2024,4-12-2024,4-12-2024,CENTRO DE MADRES LAS VIOLETAS ,EL ARTE DE LA COSTURA ,$0.00,,
1425,SUBS,2401EG0083,4-12-2024,4-12-2024,4-12-2024,COMITE LA ESPERANZA DE ZAPALLAR ,HACIENDO REALIDAD NUESTRO SUEÑO,$0.00,,
